"cuenta";"descripcion";"cuentaesp"
"1423";"Am. Acum. Máq. y Equipos y Herr.";""
"1424";"Am. Acum. Eq. de Int. Nacional";""
"1425";"Am. Acum. Equipos Varios";""
"1426";"Am. Acum. Moldes y Matrices";""
"1427";"Am. Acum. Instalaciones";""
"1428";"Am. Acum. Inmuebles - Mejoras";""
"1429";"Am. Acum. Software";""
"15";"Intangibles";""
"1511";"Software";""
"1512";"Marcas";""
"2";"Pasivo";""
"21";"Deudas";""
"211";"Deudas comerciales";""
"2111";"Acreedores Plaza Mda. Nacional";""
"2112";"Acreedores Plaza Mda. Extranjera";""
"2113";"Acreedores por Importación";""
"2114";"Cheques Emitidos Mda. Nacional";""
"2115";"Cheques Emitidos Mda. Extranjera";""
"212";"Deudas financieras";""
"213";"Deudas diversas";""
"2131";"BPS";""
"2132";"IRPF Personal";""
"2133";"Retenc. IRPF Acreed.-resg. emitidos";""
"2134";"IVA ventas tasa básica";""
"2135";"DGI";""
"2136";"Sueldos a Pagar";""
"2137";"Retenciones al Personal";""
"2138";"Préstamos Recibidos de Terceros";""
"2139";"Provisiones";""
"2140";"Cta .Socios Sdo. Acreedor.";""
"3";"Patrimonio";""
"31";"Aportes de propietarios";""
"311";"Capital";""
"32";"Ajustes al patrimono";""
"33";"Reservas";""
"331";"Reserva Reinversiones";""
"332";"Reserva Voluntaria";""
"333";"Reserva obligatoria sociedad anonima";""
"34";"Resultados";""
"3411";"Resultados Acumulados";""
"3412";"Resultados del Ejercicio";""
"4";"Ingresos";""
"41";"Ingresos por ventas";""
"4111";"Ventas exentas";""
"4112";"Ventas tasa básica";""
"4113";"Ventas por exportación";""
"42";"Ingresos Varios";""
"4211";"Ventas de Activo Fijo";""
"4212";"Otros Ingresos";""
"43";"Ingresos financieros";""
"4311";"Intereses ganados";""
"4312";"Intereses bancarios acreditados";""
"4313";"Descuentos obtenidos";""
"4314";"Diferencia de cambio ganada";""
"4315";"Bonif. por export.-reintegros";""
"5";"Gastos";""
"51";"Sueldos de produccion";""
"5111";"Jornales Producción";""
"5112";"Licencias Producción";""
"5113";"Aguinaldos Producción";""
"5114";"Leyes sociales Producción";""
"5115";"Sal. vac. y Lic. no gozada Producción";""
"5116";"Indemn. por despido Producción";""
"5117";"Seguro accid de trabajo Producción";""
"5118";"Capacit. al personal de Producción";""
"5119";"Otras partidas de Producción";""
"52";"Sueldos de admistracion y ventas";""
"5211";"Sueldos Administración y Ventas";""
"5212";"Salario Vacacional Administr. y Ventas";""
"5213";"Aguinaldos Administración y Ventas";""
"5214";"Leyes Sociales Administración y Ventas";""
"5215";"Licencia No Gozada Adm. y Ventas";""
"5216";"Indem. por Despido Adm. y Ventas";""
"5217";"Seguro Accidentes de Trabajo Adm. y Vtas";""
"5218";"Capacitación al Personal de Adm. y Vtas.";""
"5219";"Otras Partidas de Adm. y Ventas";""
"5220";"Sueldo Real Socios";""
"53";"Costo de los bienes vendidos";""
"5310";"Gastos de producción y subcontrataciones";""
"5311";"Consumo de Materia Prima";""
"5312";"Consumo de Materia Prima Importada";""
"5313";"Comisión Despachante por Importaciones";""
"5314";"Consumo de Materia Prima en otros";""
"5315";"Consumo de Materiales";""
"5316";"Consumo de Rótulos y Envases";""
"5317";"Consumo de Herramientas y Accesorios";""
"5318";"Mercadería Vendida";""
"5319";"Mercadería Importada Vendida";""
"5320";"Muestras";""
"54";"Costo energia";""
"5411";"Energía Eléctrica";""
"55";"Costo del dpto. de adm. y Ventas";""
"5511";"Papelería e Imprenta";""
"5512";"Comunicaciones";""
"5513";"Gastos Varios de Ventas";""
"5514";"Honorarios Profesionales";""
"5515";"Fletes";""
"5516";"Combustibles";""
"5517";"Gastos de Vehículos";""
"5518";"Locomoción y Viajes";""
"5519";"Propaganda";""
"5520";"Gastos generales";""
"5521";"Gastos de exportación";""
"5522";"Comisión despach. por exportac.";""
"5523";"Impuestos Municipales";""
"5524";"Impuesto de Primaria (ANEP)";""
"5525";"IVA Costo";""
"5526";"Seguros";""
"5527";"Habilitaciones";""
"5528";"Servicios externos";""
"5529";"Comisiones de Tarjetas de Crédito";""
"5530";"Costo Venta";""
"5599";"Deudores incobrables";""
"56";"Reparaciones y mantenimiento";""
"5611";"Reparac. y mantenim. de máquinas";""
"5612";"Reparac. y mantenim.de eq. comput.";""
"5613";"Reparac. y mantenim. de inmuebles";""
"5614";"Reparac. y mantenim. varios";""
"5615";"Reparac. y mantenim de moldes";""
"57";"Gastos no deducibles";""
"5711";"Gastos no deducibles locales";""
"5712";"Gastos en el exterior";""
"5713";"Multas y recargos";""
"58";"Gastos financieros";""
"5811";"Intereses perdidos";""
"5812";"Gastos y comisiones bancarias";""
"5813";"Descuentos concedidos";""
"5814";"Diferencia de cambio perdida";""
"59";"Impuestos, amortizaciones y otros";""
"5911";"IRAE";""
"5912";"Impuesto al Patrimonio";""
"5913";"Amortizaciones";""
"599";"Perdidas y ganancias";""
