ciudad,idprovincia,codeid,latitude,longitude
"Caravelí Province",4,,-15.7269,-74.12762
Caraz,2,,-9.04692,-77.80901
"Carhuaz Province",2,,-9.317,-77.551
"Carlos Fermín Fitzcarrald Province",2,,-9.04415,-77.24168
"Casma Province",2,,-9.47638,-78.24738
"Castilla Province",4,,-15.62481,-72.37998
Catacaos,20,,-5.26667,-80.68333
Caurapequeña,21,,-16.85946,-69.57198
"Caylloma Province",4,,-15.64462,-71.55715
Celendín,6,,-6.8659,-78.14585
"Celendín Province",6,,-6.79292,-78.21703
"Centro histórico de Lima",15,,-12.05139,-77.04306
"Cerro Acopuquio Punta",15,,-12.68389,-75.79083
"Cerro Ajo Colluna",4,,-15.49222,-71.67556
"Cerro Albaro",4,,-15.20649,-72.16852
"Cerro Alejopunta",4,,-15.40333,-72.05433
"Cerro Almacen",12,,-11.93906,-75.86327
"Cerro Alto Huayhuay",12,,-11.48107,-75.47877
"Cerro Altos Guangush",15,,-10.83115,-76.64859
"Cerro Amapola",15,,-12.61159,-75.70691
"Cerro Ancachita",4,,-15.63194,-71.53389
"Cerro Anccasi",4,,-15.935,-71.45111
"Cerro Anchaca",4,,-15.4576,-71.76942
"Cerro Ancochaullane",23,,-17.57944,-69.78611
"Cerro Ancuni",15,,-11.64028,-76.42556
"Cerro Andallullo",4,,-15.385,-71.8125
"Cerro Antaesquina",12,,-11.86743,-75.97754
"Cerro Antahualcan",15,,-11.13472,-76.51056
"Cerro Antajarane",4,,-15.02797,-72.76462
"Cerro Antajave",23,,-17.33669,-69.84844
"Cerro Antaperuro",15,,-11.46635,-76.43333
"Cerro Antapunco",4,,-15.10806,-72.98722
"Cerro Apacheta",4,,-15.38646,-72.18274
"Cerro Ararac",15,,-10.36329,-76.84239
"Cerro Asnohuañusja",4,,-15.4279,-72.1832
"Cerro Aspara",15,,-12.61889,-75.52583
"Cerro Astomarca",15,,-12.32724,-75.6952
"Cerro Atarchuco",15,,-12.32,-75.76306
"Cerro Atarquipa",4,,-15.5552,-72.395
"Cerro Auquin",15,,-10.58458,-76.86612
"Cerro Auquisonco",15,,-12.57749,-75.61738
"Cerro Ayccaje",4,,-15.38528,-72.05833
"Cerro Baquetane",4,,-16.03562,-71.51028
"Cerro Barroso",23,,-17.55694,-69.59417
"Cerro Bayo Grande",15,,-10.33417,-76.98472
"Cerro Buarahuarani",23,,-17.41361,-69.665
"Cerro Buena Vista",4,,-15.66028,-72.36694
"Cerro Buenavista",15,,-10.47056,-76.89667
"Cerro Caja Real",15,,-12.17111,-75.64861
"Cerro Calientes",23,,-17.165,-70.20333
"Cerro Callatia",21,,-15.39397,-70.93699
"Cerro Calqui",4,,-15.06111,-72.80667
"Cerro Candama",12,,-11.76644,-75.97089
"Cerro Carepiña",23,,-17.49569,-69.88954
"Cerro Carhuachuco",9,,-12.30068,-74.96199
"Cerro Carhuajasa",9,,-12.85116,-75.43464
"Cerro Carisla",15,,-12.64917,-75.54833
"Cerro Casiri",4,,-15.46194,-72.17139
"Cerro Caudalosa",15,,-10.46917,-76.77333
"Cerro Cayco",19,,-10.37222,-76.56917
"Cerro Ccaccahuaycho",21,,-14.68272,-69.3021
"Cerro Ccaycco",8,,-14.91473,-71.63952
"Cerro Ccella Ccella",4,,-15.24861,-71.945
"Cerro Cerani",4,,-15.49013,-72.17967
"Cerro Charapurane",23,,-17.46456,-69.71959
"Cerro Chaupijanca",10,,-10.11167,-76.92167
"Cerro Chayco",4,,-15.53694,-71.72722
"Cerro Chila",4,,-15.40647,-72.16596
"Cerro Chila Pillune",4,,-15.40694,-72.18778
"Cerro Chillahuani",23,,-17.60806,-69.86583
"Cerro Chinchón",4,,-15.33023,-72.20796
"Cerro Chipsuria",19,,-11.08814,-76.48362
"Cerro Chocñacota",21,,-14.31639,-70.75111
"Cerro Chocta",15,,-12.56167,-75.76111
"Cerro Choetambo",4,,-15.47917,-72.59694
"Cerro Chontacoñaupachi",15,,-12.62648,-75.71323
"Cerro Choquecota",21,,-16.65926,-69.96376
"Cerro Choquepirhua",4,,-15.42036,-72.16765
"Cerro Chuaña",4,,-15.41161,-71.73178
"Cerro Chuañuma",4,,-15.3655,-72.22369
"Cerro Chuañupunta",4,,-15.44385,-72.0777
"Cerro Chuigo",12,,-11.45198,-76.33783
"Cerro Chumpe",12,,-11.73889,-76.03944
"Cerro Chunua",8,,-14.17667,-71.02333
"Cerro Chupica",8,,-14.03444,-71.26306
"Cerro Chuquichuccho",12,,-11.65806,-76.21806
"Cerro Chuquihua",4,,-15.31093,-72.012
"Cerro Churilaca",18,,-16.78982,-70.35425
"Cerro Chururo",15,,-10.97083,-76.61056
"Cerro Chururuyo",15,,-10.93278,-76.60611
"Cerro Colihuiri",4,,-15.25222,-71.03778
"Cerro Coline",4,,-15.94972,-71.43889
"Cerro Collquepucro",15,,-11.97083,-76.02917
"Cerro Colqueccahua",21,,-15.2925,-70.94889
"Cerro Colquerane",21,,-15.92231,-70.84568
"Cerro Colquere",4,,-15.54733,-71.6877
"Cerro Condor Sayana",4,,-15.25083,-72.72722
"Cerro Condorame",4,,-15.54145,-71.26428
"Cerro Condorcacha",4,,-15.25343,-72.17548
"Cerro Condori",4,,-15.01779,-72.47263
"Cerro Condoriquina",21,,-13.98716,-69.79314
"Cerro Condorsalla",4,,-14.79087,-71.95407
"Cerro Condorsenja",15,,-10.48833,-76.74222
"Cerro Contrahierbas",13,,-7.71694,-77.56139
"Cerro Corazón",18,,-17.03142,-70.52802
"Cerro Coropuna",4,,-15.47366,-72.07407
"Cerro Cosana",4,,-15.23972,-71.71972
"Cerro Coverane Gihuana",21,,-17.18111,-69.87833
"Cerro Culcayoc",15,,-11.85056,-76.11306
"Cerro Cule",15,,-10.44392,-76.78486
"Cerro Cullpacucho",4,,-14.79996,-72.41602
"Cerro Curihuay",12,,-11.46265,-76.35645
"Cerro Cusurucocha",15,,-11.12861,-76.59778
"Cerro Cuzcoccahuarina",8,,-14.04056,-71.10639
"Cerro de Pasco",19,,-10.66748,-76.25668
"Cerro Escalera Apacheta",4,,-15.53306,-72.42083
"Cerro Esgueracocha",15,,-10.53784,-76.83211
"Cerro Flor de Lutó",10,,-10.43722,-76.76306
"Cerro Fundicion",21,,-15.33083,-70.6075
"Cerro Fuysia",4,,-15.4557,-72.10892
"Cerro Gaico",19,,-10.44472,-75.98333
"Cerro Gollarcocha",15,,-10.7,-76.995
"Cerro Gueshgue Chupan",10,,-9.78187,-76.76445
"Cerro Herpay",8,,-13.34472,-72.37417
"Cerro Huachalanqui",4,,-15.41778,-72.26333
"Cerro Huachhua Runtuna",15,,-12.27167,-75.7425
"Cerro Huactaña",4,,-15.46347,-72.05941
"Cerro Huacullani",4,,-15.93417,-71.51489
"Cerro Huagapalca",4,,-15.473,-72.47823
"Cerro Huagra",4,,-15.12722,-71.85
"Cerro Huaillaccocha",4,,-15.4215,-71.9107
"Cerro Huajancallay",9,,-13.27651,-74.79135
"Cerro Huallacancha",2,,-9.41893,-76.95593
"Cerro Huaman Marca",12,,-11.37386,-76.32032
"Cerro Huamanchoque",8,,-13.25694,-72.01167
"Cerro Huamanrazo",9,,-12.91022,-75.03963
"Cerro Huamanripa",15,,-12.31833,-75.73278
"Cerro Huamashmachay",10,,-10.10556,-76.96167
"Cerro Huampuro",15,,-12.56861,-75.72333
"Cerro Huañacagua",4,,-15.3315,-72.24177
"Cerro Huanaccani",8,,-14.08528,-71.04139
"Cerro Huanacotaqui",4,,-15.30237,-72.11775
"Cerro Huanca",4,,-15.28783,-72.19324
"Cerro Huancravilca",12,,-12.4763,-75.40139
"Cerro Huancure",21,,-17.14166,-69.68052
"Cerro Huañuma",18,,-17.06496,-70.45885
"Cerro Huapampa",15,,-11.08611,-76.53722
"Cerro Huaraco",4,,-15.16702,-72.49651
"Cerro Huarcuro",15,,-12.41167,-75.98528
"Cerro Huarisallani",8,,-14.09861,-71.03722
"Cerro Huarmijarula",15,,-12.44583,-75.70639
"Cerro Huarmipunta",12,,-11.86972,-74.87083
"Cerro Huarucani",21,,-15.26667,-70.80944
"Cerro Huayjuiri",8,,-14.11194,-71.05028
"Cerro Huayllahuaylla",4,,-15.16367,-72.16089
"Cerro Huayllatarpuna",4,,-15.25557,-72.18408
"Cerro Huayllayoc",4,,-15.34312,-72.16476
"Cerro Huaynacatente",8,,-14.0275,-71.13472
"Cerro Huayracancha",12,,-11.69028,-76.19694
"Cerro Huayta",4,,-15.32293,-72.19724
"Cerro Huaytane",3,,-14.65969,-72.47048
"Cerro Huayumarca",15,,-12.38778,-75.79472
"Cerro Hueco",15,,-12.01861,-75.99778
"Cerro Huillcayo",4,,-15.53694,-71.68444
"Cerro Huishuillane",4,,-15.44957,-71.39064
"Cerro Huspayaca",4,,-15.58916,-72.41057
"Cerro Ilimin",15,,-10.62481,-76.70491
"Cerro Ilusion",15,,-11.01139,-76.85278
"Cerro Incacancha",12,,-11.58222,-76.24056
"Cerro Incaperca",8,,-14.12222,-71.21472
"Cerro Inchurana",4,,-15.40083,-71.84639
"Cerro Inciensocucho",23,,-17.22389,-70.06389
"Cerro Isccampu",23,,-17.25712,-69.96209
"Cerro Jacura",8,,-14.09596,-71.09133
"Cerro Jahsaya",4,,-15.27472,-72.72518
"Cerro Jaico",15,,-11.97944,-76.06806
"Cerro Jallacata",12,,-11.91011,-75.06336
"Cerro Jallhua",4,,-15.51389,-72.44389
"Cerro Jamajañe",4,,-15.13056,-72.63944
"Cerro Jancocancha",15,,-11.10361,-76.53056
"Cerro Japu Apacheta",8,,-15.27421,-71.08127
"Cerro Jatun Rumi",4,,-15.79056,-71.81611
"Cerro Jatun Yale",15,,-12.23056,-75.8775
"Cerro Jatunchungara",4,,-15.37806,-71.59389
"Cerro Jatunpila",4,,-15.47583,-71.82917
"Cerro Jello Jello",4,,-15.71889,-71.50806
"Cerro Jencho",4,,-15.44111,-71.92917
"Cerro Jesjapanca",4,,-15.49992,-72.06489
"Cerro Joire",12,,-11.74361,-76.16167
"Cerro Jollpa",4,,-15.72444,-72.36056
"Cerro Joma",4,,-15.30011,-72.16706
"Cerro Jucure",23,,-17.32522,-69.68982
"Cerro Juñopunta",4,,-15.42518,-72.05963
"Cerro Juri",15,,-11.81306,-76.11278
"Cerro Kerhuanta",4,,-15.30361,-71.86833
"Cerro La Horqueta",4,,-16.19943,-71.56759
"Cerro Lagpay",15,,-10.71889,-76.77972
"Cerro Laramane",21,,-17.00694,-69.79972
"Cerro Lichicocha",12,,-11.70056,-76.20722
"Cerro Lipa",4,,-15.41,-71.93694
"Cerro Llallahuayoc",4,,-15.60361,-72.40861
"Cerro Llipllina",9,,-13.17528,-74.90955
"Cerro Macara",4,,-15.23381,-71.19118
"Cerro Magdalena",15,,-10.42639,-76.87889
"Cerro Mamalipayoc",8,,-14.06068,-71.0221
"Cerro Mamana",4,,-15.07639,-71.82306
"Cerro Mamanujacha",4,,-15.41031,-72.0284
"Cerro Mare",4,,-15.37033,-72.12468
"Cerro Milluacocha",2,,-8.80529,-77.7348
"Cerro Misahuana",4,,-15.54611,-72.39667
"Cerro Mishihuajanan",15,,-10.50972,-76.86028
"Cerro Mismi",4,,-15.48889,-71.65
"Cerro Mito",12,,-11.53556,-76.16694
"Cerro Mitopunta",15,,-10.4175,-76.93444
"Cerro Mojona",4,,-15.23101,-72.21111
"Cerro Montecocha",15,,-10.48444,-76.89694
"Cerro Morada",12,,-11.4666,-76.2416
"Cerro Morado",12,,-11.25071,-76.51108
"Cerro Morococha",15,,-10.97806,-76.59056
"Cerro Muquie",15,,-11.87972,-76.16056
"Cerro Negro",15,,-10.42083,-76.83472
"Cerro Ninacara",21,,-17.08111,-69.58833
"Cerro Ninaucro",15,,-11.98778,-76.03
"Cerro Nocarani",4,,-16.13085,-71.53874
"Cerro Ñuño",15,,-11.78222,-76.13833
"Cerro Orco Puñuna",8,,-14.01333,-71.19222
"Cerro Oscollo",4,,-15.44694,-72.48972
"Cerro Paca",15,,-11.8775,-76.09944
"Cerro Pacchiauqui",21,,-16.81875,-70.18264
"Cerro Paco Paco",4,,-15.09911,-71.8463
"Cerro Pacoorcco",4,,-15.59041,-72.36037
"Cerro Pacque",4,,-15.37583,-72.26222
"Cerro Padreyoc",8,,-13.3775,-72.74166
"Cerro Pajarinpauca",15,,-12.12083,-75.97361
"Cerro Pajototoca",8,,-15.09985,-71.33076
"Cerro Pallhuari Punta",15,,-12.48722,-75.76667
"Cerro Palluta",23,,-17.41444,-69.815
"Cerro Paltarumi",15,,-12.58881,-75.72277
"Cerro Pampacancha",2,,-9.05472,-77.91917
"Cerro Panlashuyo",12,,-11.86234,-75.10922
"Cerro Parhuayane",4,,-15.4863,-71.86178
"Cerro Paria",10,,-10.19389,-76.91111
"Cerro Pariachaca",15,,-12.01667,-76
"Cerro Pariamachay",19,,-11.0466,-76.49297
"Cerro Pariauccro Grande",15,,-10.40583,-76.93333
"Cerro Patanca",8,,-14.00917,-71.15222
"Cerro Pauca",8,,-14.43894,-71.1522
"Cerro Peña Blanca",4,,-15.39252,-72.12388
"Cerro Pichupichu",4,,-16.48333,-71.25
"Cerro Pincullo",15,,-12.38194,-75.62444
"Cerro Pinta",4,,-15.01027,-72.39084
"Cerro Piruyapunta",15,,-10.47194,-76.86667
"Cerro Pishtac",15,,-10.54111,-76.87306
"Cerro Piste",3,,-14.3316,-73.08124
"Cerro Pitupaccha",8,,-13.35278,-72.39583
"Cerro Poracota",4,,-15.24881,-72.52999
"Cerro Puca Orcco",4,,-15.3729,-72.91427
"Cerro Puca Rumi",12,,-11.48206,-76.34946
"Cerro Pucaloma",8,,-14.33725,-71.08658
"Cerro Pucapuca",4,,-15.41111,-72.97389
"Cerro Pucara",4,,-15.41558,-71.65206
"Cerro Pucaylla",4,,-15.52847,-72.47125
"Cerro Pucro",15,,-10.61422,-76.86497
"Cerro Pumarangra",15,,-12.44917,-75.74194
"Cerro Pumaranra",4,,-15.48779,-72.50831
"Cerro Pushca",4,,-15.35773,-72.1772
"Cerro Putca",12,,-11.68611,-76.21389
"Cerro Putcacocha",12,,-11.67542,-75.21446
"Cerro Puyhuanccocha",19,,-10.46194,-76.71333
"Cerro Quenhuaucro",15,,-10.76763,-76.70548
"Cerro Queñuta",23,,-17.62167,-69.7525
"Cerro Querococha",2,,-10.33589,-77.2682
"Cerro Quicash",2,,-10.05046,-77.11453
"Cerro Quillahuañunan",12,,-11.64333,-76.1225
"Cerro Quinaquinani",21,,-16.6328,-70.03661
"Cerro Quispa Yausan",8,,-14.05083,-71.0575
"Cerro Quiviohuaganan",12,,-11.70611,-76.0175
"Cerro Roncemina",2,,-10.34232,-77.31154
"Cerro Ruchucay",15,,-11.49677,-76.45931
"Cerro Sacamana",21,,-15.52474,-70.54257
"Cerro Sahuarque",4,,-15.43431,-72.10109
"Cerro Sallapacja",23,,-17.35116,-70.03617
"Cerro Sallatira",4,,-15.10147,-71.53067
"Cerro Samacasa",4,,-15.41885,-72.10557
"Cerro San Antonio Grande",15,,-10.35722,-76.90028
"Cerro Sani",4,,-15.23013,-72.1768
"Cerro Santa Rosa",10,,-10.50428,-76.70547
"Cerro Sapatagra",4,,-15.44111,-72.90722
"Cerro Saraccoto",4,,-15.25472,-72.78694
"Cerro Shalapucro",12,,-11.44403,-76.37765
"Cerro Shirac",15,,-11.82,-76.20083
"Cerro Shitapunta",15,,-12.30611,-75.87028
"Cerro Sillane",4,,-15.53361,-71.90056
"Cerro Sique",15,,-12.5204,-75.6115
"Cerro Socona",4,,-15.08647,-71.7555
"Cerro Soirococha",8,,-13.15,-73.1
"Cerro Sojo",15,,-12.74015,-75.66196
"Cerro Solimana",4,,-15.33119,-72.16259
"Cerro Soncco Orcco",4,,-15.24343,-72.69442
"Cerro Sorapata",12,,-11.94111,-74.995
"Cerro Sorpresani",23,,-17.4036,-69.87115
"Cerro Sucna",4,,-15.59556,-72.21
"Cerro Sullucullahua",4,,-15.29935,-72.1883
"Cerro Sullullumpo",4,,-15.28007,-71.24248
"Cerro Suparaura",3,,-13.86387,-73.17681
"Cerro Surihuiri",4,,-15.46056,-71.86806
"Cerro Tacune",4,,-16.31349,-71.28817
"Cerro Tapaya",4,,-15.49534,-72.19
"Cerro Tarapo",15,,-11.48722,-76.5125
"Cerro Teclla",4,,-15.45361,-71.77417
"Cerro Tello",12,,-11.81579,-75.10232
"Cerro Ticlla",4,,-15.41332,-72.20882
"Cerro Ticllasi",4,,-15.4318,-71.81374
"Cerro Tirane",4,,-15.33481,-72.55218
"Cerro Tomaromani",21,,-17.18069,-69.79728
"Cerro Toriapujro",4,,-15.48667,-72.48222
"Cerro Torrejanca",19,,-10.45667,-76.6625
"Cerro Trajinpunta",12,,-11.98503,-75.9595
"Cerro Tres Cruces",15,,-11.73194,-76.41917
"Cerro Tuctopunta",15,,-10.72972,-76.99861
"Cerro Tucumachay",12,,-11.91691,-75.97597
"Cerro Tuyunima",4,,-15.49917,-71.93306
"Cerro Uchuy Yanahuara",4,,-15.60091,-72.37216
"Cerro Uchuycucho",8,,-14.42778,-71.00917
"Cerro Uco",12,,-11.52028,-76.25889
"Cerro Uñapaca",9,,-13.18449,-74.93286
"Cerro Untush",15,,-12.11944,-75.87167
"Cerro Uysho",15,,-11.55528,-76.4675
"Cerro Veco",23,,-17.4368,-69.68057
"Cerro Verdecocha",2,,-9.2674,-76.85653
"Cerro Viachayoc",8,,-14.36785,-71.04998
"Cerro Vicuñita",12,,-11.89242,-75.95365
"Cerro Vilacota",21,,-14.57682,-69.42378
"Cerro Villacollo",23,,-17.37578,-69.82681
"Cerro Yacajo",4,,-15.31417,-71.11278
"Cerro Yaiculle",4,,-15.02899,-72.06137
"Cerro Yana Punta",15,,-12.40222,-75.76333
"Cerro Yanaaulla",15,,-11.57861,-76.30111
"Cerro Yanachacca",9,,-13.39879,-74.86152
"Cerro Yanachuco",9,,-13.16392,-74.91154
"Cerro Yanahuachuco",12,,-11.31008,-76.42829
"Cerro Yanahuara",4,,-15.59796,-72.39125
"Cerro Yanajaja",4,,-15.46109,-72.18847
"Cerro Yanapacsac",15,,-10.36417,-76.93417
"Cerro Yanaranra",15,,-12.44389,-75.65806
"Cerro Yanarrajo",2,,-9.03722,-77.58778
"Cerro Yanauma",21,,-14.6271,-69.32305
"Cerro Yanayana",15,,-11.71855,-76.32938
"Cerro Yancca",4,,-15.67944,-72.37333
"Cerro Yanque",12,,-11.27275,-76.45726
"Cerro Yauray",15,,-12.62438,-75.51938
"Cerro Yauric",15,,-11.88083,-76.20583
"Cerro Yuaytacondorsenja",4,,-15.37068,-72.19283
"Cerro Yucamane Chico",23,,-17.14188,-70.20756
"Cerro Yuraccasa",4,,-15.44889,-72.16241
"Cerro Yuraccocha",12,,-11.5325,-76.23694
"Cerro Yurajanca",15,,-11.76917,-76.17667
"Cerro Zuripujo",23,,-17.03889,-70.34833
"Cerros Auquichani",15,,-11.33806,-76.56167
"Cerros Catarahui",19,,-10.78149,-76.56689
"Cerros Condorhuachana",8,,-13.56667,-72.35
"Cerros Cuchpanga",19,,-10.76111,-76.60111
"Cerros Faculla",4,,-15.26167,-72.54472
"Cerros Huaychahuaque",4,,-15.30056,-72.54917
"Cerros Huilcane",4,,-15.22972,-72.24741
"Cerros Lulicocha",15,,-10.6897,-76.6602
"Cerros Maichique",4,,-15.03276,-72.44115
"Cerros Purupuruni",23,,-17.306,-69.91358
Chachapoyas,1,,-6.20181,-77.85606
"Chachapoyas Province",1,,-6.2748,-77.81067
Chancay,15,,-11.57997,-77.2702
Chanchamayo,12,,-11.05,-75.31667
Chanchara,9,,-13.02453,-74.2686
Chaupimarca,19,,-10.40696,-76.46168
"Chavín culture",2,,-9.57908,-77.17758
Chepén,13,,-7.22436,-79.42476
"Chepén Province",13,,-7.14367,-79.45674
Chiclayo,14,,-6.77137,-79.84088
"Chiclayo International Airport",14,,-6.78633,-79.82786
"Chiclayo Province",14,,-6.80495,-79.5501
Chimbote,2,,-9.15032,-78.52366
"Chincha Alta",11,,-13.40985,-76.13235
Chincheros,3,,-13.47005,-73.67162
Chiquián,2,,-10.15038,-77.1563
Choquequirao,8,,-13.38333,-72.88333
Chosica,15,,-11.94306,-76.70944
"Chota Province",6,,-6.38332,-79.18055
"Chucuito Province",21,,-16.60545,-69.35761
Chulucanas,20,,-5.0925,-80.1625
"Chumbivilcas Province",8,,-14.439,-71.99362
"Chupaca Province",12,,-12.3,-75.433
"Churcampa Province",9,,-12.6,-74.52
"Ciudad Satelite",4,,-16.43085,-71.52921
Concepción,12,,-11.91762,-75.31401
"Concepción Province",12,,-11.75,-75.11645
"Condesuyos Province",4,,-15.66948,-72.85726
"Condorcanqui Province",1,,-4.16515,-78.0384
"Contumazá Province",6,,-7.37587,-78.96559
"Cooperativa Agraria de Producción Pasamayo",15,,-11.60067,-77.21695
Copa,2,,-9.27037,-77.48262
"Cordillera Azul National Park",16,,-7.75,-75.94
"Cordillera Llongote",15,,-12.3325,-75.94944
"Cordillera Mariash",2,,-10.06785,-77.07244
"Cordillera Puagjancha",15,,-11.19059,-76.49259
"Cordillera Vilcanota",8,,-13.76667,-71.3
"Coronel FAP Alfredo Mendívil Duarte Airport",5,,-13.15482,-74.20442
"Coronel FAP Francisco Secada Vignetta International Airport",16,,-3.78474,-73.30881
"Corongo Province",2,,-8.57483,-77.88264
"Cotabambas Province",3,,-14.02393,-72.22393
"Cuello de Soray",8,,-13.35,-72.55
Cusco,8,,-13.52264,-71.96734
"Cusco Airport",8,,-13.53572,-71.93878
"Cusco Province",8,,-13.52951,-71.97049
"Cutervo Province",6,,-6.20714,-78.82022
"Cuzco Department",8,,-13,-72.25
"Daniel Alcides Carrión Province",19,,-10.5,-76.47448
"Datem del Marañón Province",16,,-4.13614,-76.97788
"Dique Ancasccocha",5,,-14.92312,-73.83937
"El Collao Province",21,,-16.72641,-69.75515
"El Dorado Province",22,,-6.56298,-76.7413
"El Olivo",11,,-13.22861,-76.15419
"Espinar Province",8,,-14.82976,-71.39433
"FAP Captain David Abenzur Rengifo International Airport",25,,-8.37794,-74.5743
Ferreñafe,14,,-6.63889,-79.78889
"Ferreñafe Province",14,,-6.32908,-79.46171
"Francisco Carle Airport",12,,-11.7831,-75.4734
Gallinazos,15,,-11.88552,-77.06058
"General Sánchez Cerro Province",18,,-16.41593,-70.76727
"Gran Chimú Province",13,,-7.57976,-78.64718
"Grau Province",3,,-14.04786,-72.61683
Guadalupe,13,,-7.25,-79.48333
Huacaybamba,10,,-8.9948,-76.81027
Huacho,15,,-11.10667,-77.605
"Hualgayoc Province",6,,-6.68,-78.53
"Huallaga Airport",22,,-7.06056,-76.5822
"Huallaga Province",22,,-6.75664,-76.90143
"Huamalíes Province",10,,-9.37124,-76.57444
"Huamanga Province",5,,-13.23829,-74.20214
"Huanca Sancos Province",5,,-14.076,-74.428
"Huancabamba Province",20,,-5.4681,-79.51314
"Huancané Province",21,,-15.1522,-69.62123
Huancavelica,9,,-12.78261,-74.97266
"Huancavelica Province",9,,-12.72091,-75.0841
Huancayo,12,,-12.06513,-75.20486
"Huancayo Province",12,,-12.17319,-75.16169
Huanta,5,,-12.93333,-74.25
"Huanta Province",5,,-12.5351,-74.16667
Huantsán,2,,-9.51882,-77.31277
Huánuco,10,,-9.93062,-76.24223
"Huanuco Airport",10,,-9.87881,-76.2048
"Huánuco Department",10,,-9.5,-76
"Huánuco Province",10,,-9.76717,-76.22052
Huaral,15,,-11.495,-77.20778
"Huaral Province",15,,-11.25,-76.91667
Huaraz,2,,-9.52779,-77.52778
"Huaraz Province",2,,-9.56109,-77.64605
"Huari Province",2,,-9.43117,-77.10711
Huarmey,2,,-10.06806,-78.15222
"Huarmey Province",2,,-10.07832,-77.93619
"Huarochirí Province",15,,-11.93421,-76.42305
Huascarán,2,,-9.12208,-77.60477
"Huascaran National Park",2,,-9.36362,-77.42426
"Huascarán Norte",2,,-9.10233,-77.61898
"Huaura Province",15,,-11.03363,-77.23795
"Huaylas Province",2,,-8.939,-77.81951
"Huaytará Province",9,,-13.65616,-75.09234
"Iberia Airport",17,,-11.4116,-69.4887
Ica,11,,-14.3325,-75.49972
"Ica Province",11,,-14.27799,-75.6579
Ilo,18,,-17.63185,-71.34108
"Ilo Province",18,,-17.58377,-71.2127
"Inca Manco Cápac International Airport",21,,-15.4671,-70.15817
Iquitos,16,,-3.74912,-73.25383
"Isla Sangayán",11,,-13.83849,-76.44902
"Islas de Chincha",11,,-13.63514,-76.39772
"Islay Province",4,,-16.96141,-71.72446
Jaén,6,,-5.70729,-78.80785
"Jaén Province",6,,-5.71074,-79.00438
"Jaén Shumba Airport",6,,-5.59531,-78.773
"Jauja Province",12,,-11.726,-75.547
"Jorge Basadre Province",23,,-17.57919,-70.73083
"Jorge Chávez International Airport",7,,-12.02189,-77.11432
