"cuenta";"descripcion";"cuentaesp"
"211102";"Proveedores Locales de Servicios";""
"211103";"Proveedores Locales de Activos Fijos";""
"211201";"Proveedores Extranjeros de Bienes";""
"211202";"Proveedores Extranjeros de Servicios";""
"211203";"Proveedores Extranjeros de Activos Fijos";""
"212101";"En Relación de Dependencia";""
"212102";"En Relación de Dependencia que no Supera la Base Desgravada";""
"212103";"Honorarios, Comisiones y Dietas a Personas Naturales";""
"212104";"Remuneracion a Otros Trabajadores Autonomos";""
"212105";"Honorarios a Extranjeros por Servicios Ocasionales";""
"212106";"Por Compras Locales de Materia Prima";""
"212107";"Por Compras Locales de Bienes no Producidos por el Contribuyente";""
"212108";"Por Compras Locales de Materia Prima no Sujeta a Retencion";""
"212109";"Por Suministros y Materiales";""
"212110";"Por Repuestos y Herramientas";""
"212111";"Por Lubricantes";""
"212112";"Por Activos Fijos";""
"212113";"Por concepto de Servicio de Transporte Privado de Pasajeros o Servicio Público o Privado de Carga";""
"212114";"por Regalias, Derecho de Autor, Marcas, Patentes y similares";""
"212115";"Por Remuneraciones a Deportistas, Entrenadores, Cuerpo Técnico Arbitro y Artistas Residentes";""
"212116";"Por Pagos Realizados a Notarios y Registradores de la Propiedad o Mercantiles";""
"212117";"Por Comisiones Pagadas a Sociedades";""
"212118";"Por Promocioin y Publicidad";""
"212119";"Por Arrendamiento Mercantil Local";""
"212120";"Por Arrendamiento de Bienes Inmuebles de Propiedad de Personas Naturales";""
"212121";"Por Arrendamiento de Bienes Inmuebles de Propiedad de Sociedades";""
"212122";"Por Seguros y Reaseguros (10% del Valor de las Primas Facturadas)";""
"212123";"Por Rendimientos Financieros";""
"212124";"Por Pagos o Creditos en Cuenta Realizados por Empresas Emisoras de Tarjetas de Credito";""
"212125";"Por loterias, Rifas, Apuestas y Similares";""
"212126";"Por Intereses y Comisiones en Operaciones de Credito entre las Inst. del Sistema Financiero";""
"212127";"Por Venta de Combustibles a Comercializadora";""
"212128";"Por Venta de Combustibles a Distribuidores";""
"212129";"Por Otros Bienes y Servicios";""
"212130";"Por Pagos de Dividendos Abticipados";""
"212131";"Por Agua, Energia, Luz y telecomunicaciones";""
"212132";"Otras Compras de Bienes y Servicios no Sujetas a Retención";""
"212133";"Por Actuvidades de Construcción de Obra Material Inmueble, Urbanización, Lotización, o Actividades Similares";""
"212134";"IVA por la Prestación de Servcios de Profesionales";""
"212135";"IVA por el Arrendamiento de Inmuebles a Personas Naturales";""
"212136";"IVA en otras Compras de Bienes y Servicios con Emisión de Liquidación de Compras y Prestación de Servicios";""
"212137";"IVA en la Depreciacion de Activos en Internación Temporal";""
"212138";"IVA en la Distribucion de Combustibles";""
"212139";"IVA en Leasing Internacional";""
"212140";"IVA en Operaciones Realizadas por Exportadores";""
"212141";"IVA por la Prestacion de Otros Servicios";""
"212142";"IVA Retenido por Emisoras de Tarjetas de Credito Servicios";""
"212143";"IVA Retenido por Emisoras de Tarjetas de Credito Bienes";""
"212144";"IVA por la Compra de Bienes";""
"212145";"IVA en Contratos de Construcción";""
"212146";"IVA en Ventas o por Pagar";""
"212147";"Impuesto a la Renta por Pagar";""
"212201";"Aporte Personal IESS 9.35% por Pagar";""
"212202";"Aporte Patronal IESS 12.15% por Pagar";""
"212203";"Fondo de Reserva Por Pagar";""
"212204";"Préstamo IESS por Pagar";""
"212301";"Sueldos por Pagar";""
"212302";"Beneficios Sociales por Pagar";""
"212303";"15% Participaciones por Pagar";""
"212304";"Jubilación Patronal por Pagar";""
"212401";"Préstamos Inmediatos por Pagar";""
"212402";"Sobre Giros Bancarios por Pagar";""
"212501";"Dividendos Por Pagar";""
"212502";"Préstamos a Socios o Crédito a Mutuo por Pagar";""
"212901";"Tribunal de Menores por Pagar";""
"212902";"Comisariato a Empleados por Pagar";""
"212903";"Seguros a Empleados por Pagar";""
"221101";"Préstamos Bancarios por Pagar";""
"221201";"Hipotecas por Pagar";""
"311101";"Capital  Pagado Socio Jorge Flores";""
"311102";"Capital  Pagado Socio Milton Paredes";""
"311103";"Capital  Pagado Socio Antonio Balseca";""
"311104";"Capital  Pagado Socio Rocío Contreras";""
"311201";"Capital Social no Pagado Socio Jorge Flores";""
"311202";"Capital Social no Pagado Socio Milton Paredes";""
"311203";"Capital Social no Pagado Socio Antonio Balseca";""
"311204";"Capital Social no Pagado Socio Rocío Contreras";""
"321101";"Reserva Legal";""
"321102";"Reserva Facultativa";""
"321103";"Reserva Estatutaria";""
"321201";"Reservas de Capital";""
"321202";"Reservas por Revalorización de Patrimonio";""
"331101";"Utilidad No distribuida Ejercicios Anteriores";""
"331102";"Utilidad del Ejercicio";""
"331201";"(-) Perdida del Ejercicio Acumulada";""
"331202";"(-) Perdida del Ejercicio";""
"411101";"Ventas Gravadas 0%";""
"411102";"Ventas Gravadas 12%";""
"411201";"Descuentos en Ventas Gravadas 0%";""
"411202";"Descuentos en Ventas Gravadas 12%";""
"411301";"Devoluciones en Ventas Gravadas 0%";""
"411302";"Devoluciones en Ventas Gravadas 12%";""
"411401";"Flete en Ventas";""
"411402";"Otros Recargos en Ventas";""
"421101";"Rendimientos Financieros";""
"421102";"Intereses Ganados";""
"421201";"Utilidad en Venta Activos Fijos";""
"421202";"Ingresos Provenientes del Exterior";""
"511101";"Costo de Ventas Gravadas 0%";""
"511102";"Costo de Ventas Gravadas 12%";""
"511201";"Descuentos en Compras Gravadas 0%";""
"511202";"Descuentos en Compras Gravadas 12%";""
"511301";"Devoluciones en Compras Gravadas 0%";""
"511302";"Devoluciones en Compras Gravadas 12%";""
"511401";"Flete en Compras";""
"511402";"Otros Cargos en Compras";""
"512101";"Gasto Sueldo";""
"512102";"Gasto Horas Extras";""
"512103";"Gasto Décimo Tercer Sueldo";""
"512104";"Gasto Décimo Cuarto Sueldo";""
"512105";"Gasto Fondo de Reserva";""
"512106";"Gasto Vacaciones";""
"512107";"Gasto Aporte Patronal";""
"512108";"Gasto Uniformes";""
"512109";"Gasto Movilización";""
"512110";"Gasto Alimentación";""
"512111";"Gasto Jubilación Patronal";""
"512112";"Gastos Bonificaciones";""
"512113";"Gasto Provision Para Jibilacion Patronal";""
"512114";"Gasto Comision";""
"512201";"Gasto Depreciacion de Edificios";""
"512202";"Gasto Depreciacion Muebles y Enseres";""
"512203";"Gasto Depreciacion Equipo de Oficina";""
"512204";"Gasto Depreciacion Equipo de Computo";""
"512205";"Gasto Depreciacion de Vehículos";""
"512206";"Gasto Mantenimiento";""
"512301";"Gasto Sueldos, Salarios y Demas Remuneraciones";""
"512302";"Gasto Servicios Personales";""
"512303";"Gasto Honorarios";""
"512304";"Gasto Arrendamiento de Bienes Inmuebles Personas Naturales";""
"512305";"Gasto Arrendamiento de Bienes Inmuebles Sociedades";""
"512306";"Gasto Comision a Sociedades";""
"512307";"Gasto Promocion y Publicidad";""
"512308";"Gasto Combustibles";""
"512309";"Gasto Lubricantes";""
"512310";"Gasto Arrendamiento Mercantil Local";""
"512311";"Gasto Arrendamiento Mercantil del Exterior";""
"512312";"Gasto Seguros y Reaseguros (Primas y Cesiones)";""
"512313";"Gasto Sumunistros y Materiales";""
"512314";"Gasto Transporte";""
"512315";"Gasto de Gestion (Agasajos a accionistas, trabajadores y clientes)";""
"512316";"Gastos de Viaje";""
"512317";"Gasto Agua, Energia, Luz y Telecomunicaciones";""
"512318";"Gasto Notarios y Registros de la Propiedad o Mercantiles";""
"512319";"Gasto Impuestos, Contribuciones y Otros";""
"512320";"Gasto Depreciacion de Activos Fijos";""
"512321";"Gasto Deprecioacion Acelerada de Vehículos, Equipo de Transporte y Equipo Caminero Movil";""
"512322";"Gasto Amortizacion (Inversiones e Intangibles)";""
"512323";"Gasto Provision Cuentas Incobrables";""
"512324";"Gasto Amortizaciones y Gasto por Diferencias de Cambio";""
"512325";"Gasto Intereses y Comisiones Bancarias Locales";""
"512326";"Gasto Intereses y Comisiones Bancarias al Exterior";""
"512327";"Gasto Intereses Pagados a Terceros Locales";""
"512328";"Gasto Intereses Pagados a Terceros al Exterior";""
"512329";"Gastos sujetos de reembolso locales(informativo)";""
"512330";"Gastos sujetos de reembolso al Exterior(informativo)";""
"512331";"Gasto Provisiones Deducibles";""
"512332";"Otros Gastos Locales";""
"512333";"Otros Gastos del Exterior";""
"512334";"IVA que se Carga al Gasto";""
"512335";"Pérdida en Venta de Activos Fijos";""
"512336";"Pérdida en Cartera";""
