ciudad,idprovincia,codeid,latitude,longitude
"Comarca El Tempisque",3,,12.73254,-87.03992
"Comarca El Tololar",8,,12.5025,-86.82321
"Comarca El Valle",17,,13.68198,-84.73692
"Comarca El Varillal",9,,13.61236,-86.19169
"Comarca Kuskawás",12,,13.12399,-85.42782
"Comarca La Chácara Seca",8,,12.43666,-86.81744
"Comarca La Sirena",12,,13.01667,-84.86667
"Comarca Las Marías",14,,11.29752,-84.77972
"Comarca Los Planes de Vilán",7,,13.40218,-85.84894
"Comarca Montes Verdes",1,,12.62516,-85.09994
"Comarca Mupiwás",17,,13.6266,-84.8527
"Comarca Ochomogo",2,,11.68548,-86.15547
"Comarca Plan Grande",15,,11.32038,-85.83232
"Comarca Quebrada Grande",4,,11.96292,-84.71885
"Comarca Quisaura",1,,12.58333,-85.11768
"Comarca Rancho Grande",12,,13.22972,-85.55496
"Comarca San Lucas",4,,11.9603,-85.10902
"Comarca Santa Rita",13,,13.52593,-86.03508
"Comarca Terrero Grande",9,,13.54011,-86.44185
"Comarca Walana",12,,13.02739,-85.13558
"Comarca Wasayama",12,,13.06667,-85
"Comarca Yaosca",12,,13.32821,-85.469
"Comarca Yaoya Abajo",17,,13.63513,-84.68901
"Comarca Yaoya Arriba",17,,13.71928,-84.67601
"Comarca Yarao",12,,13.18716,-85.25857
Condega,5,,13.36502,-86.39846
Corcuera,8,,12.4783,-87.00345
Corinto,17,,14.78971,-84.10148
"Corn Island",16,,12.1629,-83.0638
"Corn Islands",18,,12.17697,-83.04554
Cuapa,4,,12.26875,-85.38205
"Cuarenta y Tres",17,,14.11216,-83.64586
"Cuchillas de Apantillo",12,,13.05885,-85.46114
"Dakban Lakun",17,,14.82443,-83.7181
"Departamento de (historical) Zelaya",18,,13,-84.5
"Desembocadura de Río Grande",18,,12.9319,-83.5769
Diablo,14,,11.01766,-84.2053
Dipilto,13,,13.72106,-86.50619
Diriá,6,,11.8842,-86.05508
Diriamba,2,,11.85812,-86.23922
Diriomo,6,,11.87631,-86.05184
"Distrito I",10,,12.11989,-86.26791
"Distrito II",10,,12.14719,-86.29177
"Distrito III",10,,12.10907,-86.32507
"Distrito IV",10,,12.14624,-86.25795
"Distrito V",10,,12.11103,-86.23203
"Distrito VI",10,,12.14317,-86.21778
"Distrito VII",10,,12.12359,-86.21006
Dolores,2,,11.85672,-86.21552
Doripura,17,,14.0198,-83.56807
"Dos Bocas",17,,13.54791,-84.63722
"Ebaniso Tasbapauni",17,,13.43266,-84.24877
"El Agua Agria",6,,11.78167,-85.96594
"El Aguacate",4,,11.79965,-84.66879
"El Almendro",14,,11.67859,-84.70269
"El Amatillo",13,,13.63738,-86.62453
"El Astillero",15,,11.50455,-86.1675
"El Ayote",18,,12.49952,-84.81519
"El Bambú",14,,11.62453,-84.67831
"El Barranco",3,,13.02583,-87.54444
"El Bijagual",7,,13.36192,-86.17963
"El Bijague",12,,12.84867,-85.96562
"El Bluff",18,,11.99159,-83.68645
"El Caimiro",2,,11.71085,-86.21224
"El Carao",5,,13.05,-86.25
"El Carrizal",8,,12.72869,-86.30212
"El Castillo",14,,11.01787,-84.39693
"El Castillo de La Concepción",14,,11.01844,-84.39811
"El Chipote",13,,13.66051,-86.00049
"El Coral",4,,11.91651,-84.6476
"El Coyolar",13,,13.73696,-86.69846
"El Crucero",10,,11.99008,-86.30954
"El Cuá",7,,13.36844,-85.67335
"El Dorado",6,,11.70623,-85.97162
"El Escándalo",4,,12.27695,-85.11459
"El Espejo",4,,12.26412,-85.21021
"El Espinal",5,,13.05,-86.28333
"El Golfo",2,,11.88803,-86.35044
"El Guanacaste",6,,11.85,-86.01667
"El Guapinol",8,,12.75273,-86.56991
"El Guergüero",17,,13.73453,-84.76738
"El Guiscánal",12,,12.6426,-86.25178
"El Homo",2,,11.73891,-86.14077
"El Hormiguero",17,,13.7503,-84.93311
"El Jicaral",8,,12.72676,-86.38057
"El Jícaro",13,,13.72286,-86.13228
"El Jocote",4,,12.26049,-85.46254
"El Laurel Galán",10,,12.57336,-86.31816
"El Limón",12,,13.16239,-85.05225
"El Llano de La Cruz",7,,13.1,-85.05
"El Naranjal",17,,13.31986,-84.53556
"El Naranjo",2,,11.68239,-86.21421
"El Ocotal",8,,12.89178,-86.45577
"El Ojo de Agua",14,,11.27845,-84.74207
"El Ostional",15,,11.11146,-85.76146
"El Pedernal",2,,11.74285,-86.14677
"El Pital",14,,11.50545,-84.75715
"El Polvón",8,,12.46934,-87.05027
"El Portillo",11,,12.08835,-86.14012
"El Potrerillo",5,,13.32428,-86.46848
"El Prisionero",7,,13.45279,-85.96408
"El Raisudo",2,,11.68784,-86.20659
"El Realejo",3,,12.54333,-87.16517
"El Rosario",2,,11.8328,-86.16526
"El Sábalo",15,,11.1733,-85.4589
"El Saltito",2,,11.74367,-86.29937
"El Sardinal",12,,13.07427,-85.65761
"El Sauce",8,,12.88687,-86.53903
"El Tanque",7,,13.01674,-85.98375
"El Taquezal",2,,11.74672,-86.28853
"El Tiaje",2,,11.68529,-86.24252
"El Torno",17,,13.36667,-84.23333
"El Tortuguero",18,,12.82247,-84.19629
"El Tuma",12,,13.06196,-85.74493
"El Viejo",3,,12.66348,-87.16663
"El Zapotillal",13,,13.62002,-86.04756
"Emerald Coast Airport",15,,11.4314,-86.03072
"Empalme Las Tablas",17,,13.32183,-84.15086
Escamequita,15,,11.1982,-85.80541
Esquipulas,12,,12.66446,-85.78734
Estelí,5,,13.09185,-86.35384
"Estelí Department",5,,13.16667,-86.33333
"Farallones de Cosigüina",3,,13.07922,-87.67921
Granada,6,,11.92988,-85.95602
"Granada Department",6,,11.83333,-85.91667
"Grape cay",18,,12.4372,-83.42314
"Great Corn Island",18,,12.17575,-83.06145
"Green Point",18,,11.79834,-83.6879
Greytown,14,,10.94684,-83.73467
Güiquiliapa,2,,11.82169,-86.18107
Güiscoyol,15,,11.41581,-86.03462
"Harris Creek",18,,11.18931,-83.84421
Haulover,17,,13.22384,-84.07723
http://en.wikipedia.org/wiki/Calala_Island,18,,12.43794,-83.43231
"Indio Maíz Biological Reserve",16,,12.91355,-84.67987
"Ingenio Amalia",6,,11.7219,-86.04827
"Ingenio Santa Rita",10,,12.0622,-86.50144
"Isla California",14,,10.75041,-83.97464
"Isla Corbina",14,,10.74924,-83.97803
"Isla de Aserradores",3,,12.61006,-87.32682
"Isla de Corinto",3,,12.50708,-87.18773
"Isla de Guano",18,,11.87951,-83.67152
"Isla de Ometepe",15,,11.49105,-85.55447
"Isla del Amor",10,,12.17577,-86.31643
"Isla del Cerro de Aserradores",3,,12.6076,-87.34579
"Isla del Venado",18,,11.94152,-83.73405
"Isla El Molenillo",6,,11.75143,-85.87031
"Isla El Muerto",4,,11.95709,-85.61908
"Isla Grande",4,,11.75601,-85.22943
"Isla Honda",12,,12.59778,-86.06
"Isla La Calabaza",6,,12.09275,-85.88006
"Isla La Flor",1,,12.02241,-85.64434
"Isla La Venada",14,,11.14958,-84.94105
"Isla La Vieja",15,,11.35168,-86.00299
"Isla Mancarrón",14,,11.18139,-85.02871
"Isla Mancarroncito",14,,11.17696,-85.06058
"Isla Meir Kayasca",17,,14.2443,-83.28281
"Isla Mendoza",14,,10.73036,-83.96498
"Isla Momotombito",10,,12.35287,-86.47476
"Isla Zanatillo",15,,11.23104,-85.27028
"Islas del Maíz",18,,12.25,-83
"Islas Las Balsías",14,,11.17346,-84.86249
"Islas Nancital",4,,11.74671,-85.21715
"Isletas de Granada",6,,11.89911,-85.88519
Jalapa,13,,13.92221,-86.12346
Jerónimo,12,,12.78333,-85.7
Jinotega,7,,13.09103,-86.00234
"Jinotega Department",7,,13.75,-85.58333
Jinotepe,2,,11.84962,-86.19903
Jiquilillo,3,,12.74593,-87.4516
Juigalpa,4,,12.10629,-85.36452
Kahkabila,18,,12.3965,-83.72411
Kama,18,,12.15582,-83.9758
Kambla,17,,14.0855,-83.40916
"Kansas City",18,,13.2029,-84.07353
Kaska,17,,13.49587,-84.96717
Kianistar,17,,14.59881,-83.87291
"King Cay",18,,12.76048,-83.32426
Kisalaya,17,,14.74112,-84.02291
Kisawás,17,,14.47531,-84.15793
Kisniniwás,7,,13.63333,-85.51667
"Kiwás Tara",17,,14.87508,-83.69458
Klam,17,,14.9,-83.6
Krabutingni,17,,14.40459,-83.99205
Krukira,17,,14.16834,-83.30666
Kuakuil,17,,14.2107,-83.51904
Kuikuina,17,,13.46667,-84.78333
Kukalaya,17,,14.18871,-84.17489
"Kukra Hill",18,,12.24096,-83.74517
Kum,17,,14.81099,-83.71422
Kuruna,17,,14.58903,-83.61056
"Kuyu Tingni",17,,14.48679,-83.92055
"La Avanzada",2,,11.72948,-86.07102
"La Avellana",2,,11.6732,-86.21614
"La Barra",18,,12.90702,-83.52451
"La Bodega",17,,13.93412,-84.59281
"La Boquita",2,,11.67389,-86.37471
"La Ceibita",11,,12.01742,-86.07055
"La Concepción",11,,11.93711,-86.18976
"La Concordia",7,,13.19528,-86.16659
"La Conquista",2,,11.73426,-86.19279
"La Constancia",7,,13.47886,-86.03557
"La Cruz",18,,11.78149,-84.06298
"La Cruz de La India",8,,12.74848,-86.30219
"La Cruz de Río Grande",18,,13.1129,-84.18588
"La Estrechura",12,,13.23333,-84.83333
"La Fuente",6,,11.88333,-86
"La Fundadora",7,,13.06,-85.91189
"La Garita",12,,12.93636,-85.86344
"La Jumuyca",13,,13.65545,-86.18284
"La Lagunillas",5,,13.05077,-86.30223
"La Libertad",4,,12.21635,-85.16595
"La Luz",17,,13.73596,-84.78309
"La Manga",4,,11.87021,-84.81752
"La Pavona",7,,13.38128,-86.13417
"La Paz Centro",8,,12.34,-86.67528
"La Paz de Carazo",2,,11.82311,-86.12781
"La Paz Vieja",8,,12.34902,-86.69579
"La Piedra del Diablo",18,,13.00478,-84.41297
"La Piedra Pertida",2,,11.66845,-86.36266
"La Pintada",5,,13.08089,-86.39378
"La Playuela",6,,12.04042,-85.93022
"La Redonda",14,,11,-83.9
"La Rica",7,,13.39958,-86.02907
"La Simonera",2,,11.66907,-86.19219
"La Tranquera",14,,11.65425,-84.74044
"La Trinidad",5,,12.96881,-86.23534
"La Trinidad de Carazo",2,,11.74102,-86.33585
"La Victoria",18,,11.96968,-83.83162
"La Vigía",13,,13.4747,-85.91291
"Lago Siempreviva",17,,13.97302,-84.71166
"Laguna Agua Dulce",8,,12.45138,-86.56984
"Laguna Awaskira",17,,13.64818,-83.76707
"Laguna Bibiskira",17,,13.75773,-83.56211
"Laguna Blanca",6,,11.76717,-85.95785
"Laguna Dakban",17,,14.06521,-83.50887
"Laguna de Jirón",6,,11.76119,-85.9705
"Laguna de Moyúa",12,,12.59186,-86.06579
"Laguna de Pichichá",6,,11.7965,-85.90575
"Laguna de Zapatera",6,,11.76738,-85.85659
"Laguna El Cachital",8,,12.45031,-86.56723
"Laguna El Playón",10,,12.42194,-86.10361
"Laguna El Tule",3,,12.83778,-86.815
"Laguna Juan Tallo",6,,11.74833,-85.97536
"Laguna Kiara",17,,13.53472,-83.55673
"Laguna Kisa",17,,13.39595,-83.91671
"Laguna Kiwás Sirpe",17,,14.83714,-83.68754
"Laguna Kukalaya",17,,13.72131,-83.69994
"Laguna La Cancha",6,,11.86949,-85.92287
"Laguna La Sulfatosa",8,,12.45728,-86.56428
"Laguna Lalmus Warban",17,,13.59687,-83.89186
"Laguna Las Playitas",12,,12.57865,-86.04439
"Laguna Layasiksa",17,,13.65203,-83.68554
"Laguna Liwabila",17,,13.55934,-83.96748
"Laguna Mahatara",17,,13.43782,-83.69327
"Laguna Makakalaya",17,,13.5813,-83.71614
"Laguna Muna",17,,14.87848,-83.60316
"Laguna Narlaya",17,,13.50655,-83.89052
"Laguna Ñocarime",15,,11.6,-85.86667
"Laguna Pahuchún",17,,13.39573,-84.00139
"Laguna Papalón",8,,12.36491,-86.95987
"Laguna Sahsing Laya",17,,13.47347,-84.18558
"Laguna Sáupuka",17,,14.76358,-83.9153
"Laguna Tubalaya",17,,13.53942,-83.63519
"Laguna Tyara Laya",17,,13.48403,-83.67154
"Laguna Verde",6,,11.76246,-85.96379
"Laguna Yeri",17,,13.58627,-83.62889
"Lake Apanas",7,,13.16888,-85.97565
"Lake Managua",10,,12.35587,-86.354
Lamlaya,17,,14.0236,-83.41984
Larreynaga,8,,12.67692,-86.57193
"Las Cadenas",12,,13.12543,-84.88022
"Las Camelias",7,,13.10717,-85.90667
"Las Delicias",14,,11.63625,-85.044
"Las Esquinas",2,,11.88333,-86.25
"Las Lajas",1,,12.47205,-85.43822
"Las Maderas",10,,12.44611,-86.04
"Las Mancuernas",15,,11.11667,-85.7
"Las Mesas",3,,12.98236,-86.96366
"Las Mesas de Acicaya",10,,12.46778,-86.00184
"Las Minas",6,,11.78215,-85.96047
"Las Piedras",13,,13.48902,-85.92474
"Las Plazuelas",6,,11.77207,-85.95746
"Las Praderas",7,,13.17,-85.85
"Las Sabanas",9,,13.34302,-86.62184
"Las Torres",7,,13.47049,-85.80674
"Laya Pau Point",18,,12.37685,-83.73399
Layasiksa,17,,13.66609,-83.69188
León,8,,12.43787,-86.87804
"León Airport",8,,12.42927,-86.90383
"León Department",8,,12.58333,-86.58333
Li-Dákura,17,,14.46082,-83.26538
Limbaica,17,,13.48287,-84.08604
"Little Corn Island",18,,12.28943,-82.97901
"Llano de La Tejera",7,,13.06899,-86.00004
"Llano El Acetunal",4,,11.86964,-85.04862
"Llano Santa Adela",5,,13.2406,-86.36695
Logtown,17,,14.40263,-83.89059
"Loma Kukra",18,,12.25105,-83.76981
"Loma Los Portillos",3,,12.62176,-86.8695
"Los Altos del Guanacastillo",11,,12.07811,-86.10092
"Los Arados",3,,13.25445,-86.76431
"Los Arcos",8,,12.33041,-86.77425
"Los Brasiles",10,,12.18646,-86.36236
"Los Brasiles Airport",10,,12.19147,-86.35694
"Los Brincos",2,,11.74388,-86.15503
"Los Calpules",5,,13.40231,-86.55768
"Los Castillos",2,,11.66921,-86.05333
"Los Cerrones",7,,13.28882,-85.79978
"Los Cimientos",1,,12.65601,-85.2978
"Los Cocos",6,,12.08854,-85.89546
"Los Encuentros",2,,11.73995,-86.09545
"Los Gomez",2,,11.68789,-86.14805
"Los Navarrete",2,,11.79736,-86.4704
"Los Peroles",8,,12.91709,-86.52086
"Los Planes",13,,13.78108,-86.5534
"Los Puntalitos",13,,13.82212,-86.18152
"Los Tres Hermanos",14,,11.31787,-84.8063
"Los Walices",7,,13.40752,-86.11038
"Los Zarzales",8,,12.66187,-86.44098
"Lugar El Pijibaye",14,,11.07958,-84.44929
Macuelizo,13,,13.65328,-86.61297
"Madriz Department",9,,13.5,-86.41667
Mahogany,18,,12.08996,-83.99537
Makantaca,17,,13.24634,-84.08612
Malacatoya,6,,12.14803,-85.83948
Managua,10,,12.13282,-86.2504
"Managua Airport",10,,12.14149,-86.16818
"Managua Department",10,,12,-86.41667
Marimacho,13,,13.64157,-86.63745
Marin,17,,14.19122,-84.2572
"Marshall Point",18,,12.55975,-83.69292
Maruta,17,,14.6494,-83.61871
Masachapa,10,,11.78687,-86.51416
Masatepe,11,,11.91445,-86.14458
Masaya,11,,11.97444,-86.09417
"Masaya Department",11,,12,-86.16667
Matagalpa,12,,12.92559,-85.91747
"Matagalpa Department",12,,12.91667,-85.66667
Matasanos,12,,12.79768,-85.92235
Mateare,10,,12.23512,-86.42809
Matiguás,12,,12.83734,-85.46218
"Mesa Tapacusi",5,,13.26688,-86.54248
"Mesas Alcayán",13,,13.60545,-86.61394
"Miami Beach",17,,14.72774,-83.7695
"Mina Columbus",17,,14.11932,-83.95569
"Mina El Limón",8,,12.75067,-86.73795
Miraflores,10,,11.91545,-86.3693
Miramar,18,,11.8151,-83.70414
Mokorin,17,,14.76284,-84.05144
Mokoto,12,,13.17302,-84.89141
"Monkey Point",18,,11.59452,-83.65853
"Monte Carmelo",17,,13.9676,-84.4166
"Montelimar Airport",10,,11.80585,-86.51102
Morrito,14,,11.62118,-85.08052
Moyogalpa,15,,11.54006,-85.69795
Mozonte,13,,13.66034,-86.43841
"Muelle de los Bueyes",18,,12.06999,-84.53503
"Muelle Real de Siquia",18,,12.25189,-84.30178
"Muerto Cay",17,,14.56949,-82.73271
Mulukuku,17,,13.16975,-84.96191
"Municipality of Bocana de Paiwas",18,,12.8,-85.13334
"Municipality of Bonanza",17,,14.02968,-84.59679
"Municipality of El Ayote",18,,12.5,-84.81667
"Municipality of El Rama",18,,12.15,-84.21667
"Municipality of Muelle de los Bueyes",18,,12.13487,-84.58383
"Municipality of Prinzapolka",17,,13.53752,-83.95807
"Municipality of Rosita",17,,13.88333,-84.4
"Municipality of Siuna",17,,13.7417,-84.78653
"Municipality of Waslala",17,,13.33351,-85.36286
"Municipio de Achuapa",8,,13.06196,-86.59104
"Municipio de Acoyapa",4,,11.8691,-85.12825
"Municipio de Altagracia",15,,11.47983,-85.54166
"Municipio de Belén",15,,11.57193,-85.96316
"Municipio de Boaco",1,,12.59377,-85.48695
"Municipio de Buenos Aires",15,,11.5176,-85.78333
"Municipio de Cabo Gracias a Dios",17,,14.58333,-83.5
"Municipio de Camoapa",1,,12.51152,-85.20982
"Municipio de Cárdenas",15,,11.14912,-85.42323
"Municipio de Catarina",11,,11.92196,-86.07176
"Municipio de Chichigalpa",3,,12.5456,-87.04175
"Municipio de Chinandega",3,,12.72122,-87.04373
"Municipio de Cinco Pinos",3,,13.2146,-86.85513
"Municipio de Ciudad Antigua",13,,13.64341,-86.28103
"Municipio de Ciudad Darío",12,,12.69451,-86.13873
"Municipio de Comalapa",4,,12.19382,-85.55993
"Municipio de Condega",5,,13.34131,-86.35308
"Municipio de Corinto",3,,12.53193,-87.22489
"Municipio de Dipilto",13,,13.73565,-86.51755
"Municipio de Diriá",6,,11.8702,-86.07357
"Municipio de Diriamba",2,,11.78422,-86.31395
"Municipio de Diriomo",6,,11.85745,-86.04211
"Municipio de Dolores",2,,11.8545,-86.21839
"Municipio de El Jicaral",8,,12.6554,-86.38933
"Municipio de El Realejo",3,,12.55286,-87.18634
"Municipio de El Rosario",2,,11.83284,-86.15304
"Municipio de El Sauce",8,,12.88148,-86.5399
"Municipio de El Viejo",3,,12.79978,-87.39101
"Municipio de Esquipulas",12,,12.69345,-85.75952
"Municipio de Estelí",5,,13.13174,-86.3432
"Municipio de Granada",6,,11.94845,-85.97429
"Municipio de Jalapa",13,,13.9248,-86.10176
"Municipio de Jinotega",7,,13.1,-86
"Municipio de Jinotepe",2,,11.74972,-86.23303
"Municipio de Juigalpa",4,,12.06214,-85.39096
"Municipio de La Concepción",11,,11.95282,-86.21874
"Municipio de La Concordia",7,,13.20128,-86.17798
"Municipio de La Conquista",2,,11.71835,-86.18723
"Municipio de La Cruz de Río Grande",18,,13.09556,-84.36533
"Municipio de La Libertad",4,,12.32617,-85.18852
"Municipio de La Trinidad",5,,13.01784,-86.1997
"Municipio de Larreynaga",8,,12.65669,-86.61112
"Municipio de Las Sabanas",9,,13.34152,-86.62007
"Municipio de León",8,,12.3953,-86.87964
"Municipio de Macuelizo",13,,13.68614,-86.61203
"Municipio de Managua",10,,12.1125,-86.24241
"Municipio de Masatepe",11,,11.90567,-86.14946
"Municipio de Masaya",11,,11.99919,-86.06877
"Municipio de Matagalpa",12,,12.89675,-85.93551
"Municipio de Mateare",10,,12.20368,-86.40457
"Municipio de Matiguás",12,,12.87084,-85.38672
"Municipio de Morrito",14,,11.63735,-84.94042
"Municipio de Moyogalpa",15,,11.52632,-85.67329
"Municipio de Mozonte",13,,13.67507,-86.41336
"Municipio de Murra",13,,13.80261,-85.94721
