ciudad,idprovincia,codeid,latitude,longitude
"Antler Lake",1,,53.49694,-112.96944
"Antoine Lake",1,,54.76722,-112.08778
Arbakka,3,,49.05387,-96.47811
"Arbutus Grove Park",2,,49.2487,-124.15096
"Arches Provincial Park",5,,50.11253,-57.66077
Archie,3,,50.1667,-101.25094
"Arctic Archipelago",14,,75.00018,-90.00704
"Arctic Bay Airport",14,,73.00598,-85.03294
"Arctic Pacific Lakes Park",2,,54.38323,-121.51965
Argentia,5,,47.2999,-53.98143
Argo,11,,52.0168,-108.10136
Argolis,8,,48.70012,-83.44978
Argyle,3,,50.18111,-97.45507
"Argyle Provincial Park",9,,46.16682,-63.382
Armadale,8,,43.83342,-79.2496
Armstrong,2,,50.44979,-119.20235
"Armstrong Airport",8,,50.29537,-88.91373
"Arras Lake",8,,48.26219,-80.37007
"Arrow Lake",8,,45.9984,-78.86994
"Arrow Lakes Park",2,,49.88316,-118.06898
"Arrow River",3,,50.14391,-100.89421
"Arrowhead Lake",8,,50.73002,-92.92528
"Arrowhead Provincial Park",8,,45.38341,-79.19962
"Arrowsmith Lake",2,,49.21778,-124.54278
"Arrowstone Park",2,,50.88307,-121.2693
"Arsenic Lake",8,,47.09264,-79.80547
"Artemise Lake",7,,46.62006,-60.66887
"Arthur Lake",8,,45.87183,-80.09264
"Artillery Lake",13,,63.15026,-107.86756
"Artlish Caves Park",2,,50.16629,-126.91976
"Arum Lake",2,,49.535,-125.07
"Arviat Airport",14,,61.09411,-94.07164
Ascalon,8,,46.08341,-78.81628
"Asessippi Provincial Park",3,,50.96639,-101.38061
"Ash Hill Lake",7,,44.94492,-63.0087
"Ash Lake",7,,44.67908,-63.71522
Ashburn,8,,44.00012,-78.99958
"Aspen Beach Provincial Park",1,,52.46681,-113.96871
"Assean Lake",3,,56.22275,-96.50075
"Assineau River 150F",1,,55.38346,-115.18566
"Astrolabe Lake",8,,45.60306,-76.83417
"Aswapiswanan Lake",3,,54.4735,-95.39713
Athabasca,1,,54.71687,-113.28537
"Athabasca Sand Dunes Provincial Park",11,,59.05902,-108.71882
"Athapapuskow Lake",3,,54.55012,-101.66749
"Atikaki Provincial Park",3,,51.50003,-95.51723
"Atikokan Municipal Airport",8,,48.7739,-91.6386
"Atikonak Lake",5,,52.66685,-64.53179
"Atlin Lake",2,,59.53194,-133.72222
"Atlin Park",2,,59.16615,-134.00374
"Attawapiskat Airport",8,,52.9275,-82.4319
"Attawapiskat Lake",8,,52.23762,-87.87638
"Attitti Lake",11,,55.13341,-102.46707
Aubigny,3,,49.45809,-97.24646
"Augusta Lake",8,,46.24382,-81.60066
"Aulavik National Park of Canada",13,,73.70109,-119.92242
Aumond,10,,46.50011,-75.83263
"Aupaluk Airport",10,,59.29667,-69.59972
Aurora,8,,44.00011,-79.46632
"Avalanche Lake",2,,52.07444,-125.50667
"Awenda Provincial Park",8,,44.8501,-79.98297
Aweres,8,,46.65007,-84.28324
Axford,11,,49.65007,-104.41779
"Aylesford Lake",7,,44.94439,-64.66245
Aylmer,10,,45.4002,-75.80644
"Aylmer Lake",13,,64.08361,-108.50099
"Ayr Lake",14,,70.4,-70.25
"Azure Lake",2,,52.37111,-120.1075
"Babcock Lake",8,,44.47563,-76.65131
"Babine Lake",2,,54.77639,-126.01389
"Babine River Corridor Park",2,,55.59974,-127.0369
Back,3,,57.69253,-94.231
"Back Harbour",5,,49.66662,-54.78146
"Back Rocky Lake",7,,44.84305,-62.78991
"Bacon Lake",2,,49.97083,-125.62806
"Badger Lake",1,,50.38028,-112.46444
"Badger's Quay",5,,49.11658,-53.58136
Bagot,3,,49.96922,-98.63076
Baie-Comeau,10,,49.21679,-68.14894
"Baie-Comeau Airport",10,,49.1325,-68.20444
"Baie Thibodeau",10,,48.59934,-75.06448
"Bainbridge Lake",2,,49.20361,-124.73306
"Baker Lake",14,,64.16667,-95.5
"Baker Lake Airport",14,,64.29889,-96.07778
Bala,8,,45.0168,-79.61634
"Baldwin Lake",7,,46.74878,-60.62051
"Ball Lake",2,,49.69611,-125.31528
"Ball's Falls Conservation Area",8,,43.13342,-79.3829
Ballyhack,5,,47.43319,-53.21478
Balmertown,8,,51.06676,-93.73373
Balmoral,3,,50.25641,-97.31925
"Balsam Lake",8,,44.58044,-78.84165
"Balsam Lake Provincial Park",8,,44.62512,-78.86628
"Bamaji Lake",8,,51.13045,-91.46061
"Bamberton Park",2,,48.60494,-123.52727
"Banana Island Park",2,,50.7248,-119.77321
Banff,1,,51.17622,-115.56982
"Banff Airport",1,,51.20753,-115.54124
"Banff Park Museum National Historic Site of Canada",1,,51.17335,-115.57377
"Baptiste Lake",1,,54.75667,-113.56056
"Baptizing Lake",7,,44.72423,-63.76741
Barachois,5,,46.861,-53.58282
"Barachois Brook",5,,48.45001,-58.4318
"Barachois Pond Provincial Park",5,,48.4736,-58.25539
"Barber Lake",7,,45.55439,-63.54399
"Bare Rock Lake",7,,44.80085,-62.7843
Bareneed,5,,47.58319,-53.24808
"Bark Lake",8,,45.44778,-77.83583
"Barkerville Park",2,,53.08882,-121.51388
"Barnes Lake",7,,44.53174,-65.67133
"Barr'd Harbour",5,,50.81676,-57.06488
"Barrett Lake",7,,44.81468,-63.68731
"Barreyre Lake",1,,54.27444,-110.695
Barrie,8,,44.40011,-79.66634
"Barrier Lake",1,,51.01667,-115.06667
"Barrington Lake",7,,43.61276,-65.57369
Barton,5,,48.2166,-53.89811
Bas-Saint-Laurent,10,,48.0503,-68.02266
"Base des Forces canadiennes Halifax",7,,44.65015,-63.582
"Base des Forces canadiennes Kingston",8,,44.24792,-76.4452
"Base des Forces canadiennes Petawawa",8,,45.91592,-77.29337
"Base des Forces canadiennes Winnipeg",3,,49.8889,-97.23535
"Basler Lake",13,,63.95023,-115.96808
Basque,2,,50.63306,-121.30259
"Bass Lake",8,,46.1225,-79.79944
Batawa,8,,44.16682,-77.59948
"Batchawana Bay",8,,46.93337,-84.59994
"Batchawana Bay Provincial Park",8,,46.94177,-84.55824
Bathurst,4,,47.61814,-65.65112
"Bathurst Airport",4,,47.62972,-65.73889
"Bathurst Island",14,,75.75159,-100.00234
"Battle Lake",1,,52.96833,-114.18917
"Battle of the Châteauguay National Historic Site of Canada",10,,45.15838,-73.93031
"Battleship Lake",2,,49.71861,-125.30944
"Bay de l'Eau",5,,47.63322,-54.91494
"Bay du Nord",5,,47.71663,-55.41499
"Bay du Nord Wilderness Reserve",5,,48.09098,-54.80789
"Bayers Lake",7,,44.64259,-63.67089
Bayside,4,,45.13114,-67.10797
Bayview,5,,49.61662,-54.74815
Beaconsfield,10,,45.43341,-73.86586
"Bean Lake",5,,54.76692,-66.79853
"Bear Glacier Park",2,,56.09959,-129.67067
"Bear Lake",2,,54.47694,-122.67667
"Bear Marsh Lake",7,,44.66576,-64.51471
"Bear River 6",7,,44.55265,-65.61662
"Bear River 6A",7,,44.66682,-65.48216
"Bear River 6B",7,,44.71349,-65.49328
"Bearskin Lake",7,,44.88439,-64.02536
"Beatton Provincial Park",2,,56.31082,-120.9478
"Beatton River Provincial Park",2,,56.0999,-120.37787
"Beau Bois",5,,47.13323,-55.09829
"Beaudry Provincial Park",3,,49.8539,-97.47397
"Beaufort Lake",2,,49.50528,-125.04111
Beauharnois,10,,45.31341,-73.8725
"Beauvais Lake",1,,49.40861,-114.09972
"Beauvais Lake Provincial Park",1,,49.41668,-114.10194
"Beaver County",1,,53.22074,-112.19764
"Beaver Creek",12,,62.38266,-140.87925
"Beaver Creek Airport",12,,62.41089,-140.8691
"Beaver Creek Provincial Park",3,,51.37641,-96.91624
"Beaver Dam Lake",7,,45.63847,-61.28441
"Beaver Lake",1,,54.70583,-111.81639
"Beaver Lake 131",1,,54.66964,-111.87634
"Beaver Lake 17",7,,45.02237,-62.76253
"Beaver Ranch 163",1,,58.44742,-115.74701
Beaverdell,2,,49.43307,-119.08566
"Beaverhill Lake",1,,53.4525,-112.53556
"Beaverlodge Lake",11,,59.51688,-108.58412
Beaverton,5,,49.51662,-54.58142
Bécancour,10,,46.34106,-72.43224
"Beckwith Lake",7,,44.82268,-63.4773
"Beckwood Lake",7,,44.85128,-63.45607
"Bedard Aspen Park",2,,50.64976,-121.51932
Belcher,3,,57.93564,-94.17187
"Bell Bay Provincial Park",8,,45.52092,-77.84951
"Bell Lake",7,,44.87115,-63.47551
"Bella Bella (Campbell Island) Airport",2,,52.18193,-128.15526
"Bella Coola Airport",2,,52.3875,-126.59583
"Belle Lake",7,,45.95182,-60.1051
Belleville,8,,44.16682,-77.38277
"Bellhouse Park",2,,48.87185,-123.31293
"Belmont Lake",8,,44.49514,-77.82654
Beloeil,10,,45.56839,-73.20568
"Berens River Airport",3,,52.35851,-97.02129
"Big Trout Lake Airport",8,,53.81857,-89.89829
"Billy Bishop Toronto City Airport",8,,43.62974,-79.39828
"Bloodvein River Airport",3,,51.78483,-96.69205
"Bloomfield Provincial Park",9,,46.75015,-64.18203
"Blow Me Down Provincial Park",5,,49.09653,-58.35357
"Blue Cove",5,,51.10009,-56.8648
"Blue Earth Lake Park",2,,50.59976,-121.51932
"Blue Lake Provincial Park",8,,49.90003,-93.48367
"Blue Ridge",1,,54.13344,-115.36889
"Blue River - Black Spruce Park",2,,52.13743,-119.26636
"Blue River Pine Park",2,,52.11662,-119.28996
"Blueberry Lake",7,,44.62244,-63.69558
"Bluenose Lake",14,,68.41667,-119.75
"Bluff Lake",7,,45.79488,-60.10305
"Boat Harbour West 37",7,,45.65014,-62.66114
"Bob's Lake",8,,46.03724,-79.79432
Bobcaygeon,8,,44.55012,-78.54955
"Bobs Lake",8,,44.68123,-76.58765
"Bodega Ridge Park",2,,48.95593,-123.53173
"Boggy Lake",7,,45.09881,-62.31216
Boian,1,,53.83346,-112.01854
"Bolton Lake",2,,49.77972,-126.42222
"Bon Echo Provincial Park",8,,44.91682,-77.26615
"Bonalds Island",5,,47.58327,-57.28174
"Bonaparte Park",2,,51.14984,-120.50253
"Bonaventure Airport",10,,48.0711,-65.4603
"Bonnechere Provincial Park",8,,45.66682,-77.57447
"Bonnechere River Provincial Park",8,,45.66682,-77.66618
"Bonnie Lake",1,,54.15083,-111.86389
"Bonnyville Airport",1,,54.3042,-110.744
"Bonshaw Provincial Park",9,,46.20012,-63.3487
Boon,8,,49.38351,-83.94986
"Boon Lake",8,,46.00033,-79.15919
"Booster Lake",3,,50.44063,-95.26241
"Boot Lake",7,,46.55217,-60.47678
"Borden Bridge Recreation Site",11,,52.3751,-107.14235
"Border Lake Park",2,,56.35377,-130.71795
Bosanquet,8,,43.16678,-81.88309
"Boshkung Lake",8,,45.06417,-78.72694
"Botsford Lake",8,,50.13856,-91.6591
"Bottle Lake",7,,44.72198,-63.42161
Boucherville,10,,45.59104,-73.43605
"Boundary Bay Airport",2,,49.0742,-123.012
"Boundary Lake",3,,49.00033,-100.21226
"Bourgeau Lake",1,,51.13528,-115.79028
"Boutellier Lake",7,,46.08973,-60.11647
"Bow Lake",1,,51.66444,-116.44861
"Bow Valley Provincial Park",1,,51.08337,-115.08534
"Bowen Lake",1,,58.23972,-110.17389
"Bowring Park",5,,47.51659,-52.74805
"Bowron Lake Park",2,,53.1666,-121.08608
Boxey,5,,47.44995,-55.56502
"Boya Lake Park",2,,59.38287,-129.08666
"Boyd Lake",13,,61.50024,-103.38391
"Boyd's Cove",5,,49.44993,-54.64812
"Boyer 164",1,,58.45574,-116.25543
"Brabant Lake",11,,56.00008,-103.71708
Bracebridge,8,,45.03341,-79.31633
"Brackendale Eagles Park",2,,49.76637,-123.17768
"Brady Lake",8,,47.69545,-80.9694
"Bragg Creek Provincial Park",1,,50.93341,-114.58532
"Brake's Cove",5,,49.13332,-58.0984
Brampton,8,,43.68341,-79.76633
"Brampton Lake",8,,50.61313,-94.619
"Branch Lake",8,,45.23694,-78.23028
"Brander Lake",1,,58.44056,-110.12333
Brandon,3,,49.84692,-99.95306
"Brandon Airport",3,,49.90738,-99.94915
"Brandy Lake",7,,44.80774,-62.7887
"Brandywine Falls Park",2,,50.03299,-123.11944
Brant,1,,50.51679,-113.50193
"Brant Lake",8,,46.07194,-78.50861
Brantford,8,,43.1334,-80.26636
"Bras d'Or Lake",7,,45.86039,-60.77889
Brawny,8,,45.90012,-77.94952
"Bray Lake",7,,46.10423,-60.12623
"Brazeau County",1,,53.1779,-115.22159
"Brewster Lake",2,,50.09583,-125.58472
"Bridal Veil Falls Park",2,,49.18298,-121.73586
Bridgar,3,,55.63711,-97.06214
"Bridge Lake",2,,51.50694,-120.73611
"Bridge Lake Park",2,,51.48313,-120.70258
Bridgeport,2,,49.19424,-123.11829
"Brigade Lake",2,,49.27111,-125.27889
Brigden,8,,42.81678,-82.28312
"Bright Lake",8,,49.68841,-90.42402
"Brights Grove",8,,43.03338,-82.24982
Brigus,5,,47.53319,-53.21478
"Brigus Junction",5,,47.38319,-53.29808
"Brigus South",5,,47.11659,-52.88136
"Brileys Lake",7,,45.75313,-61.40416
Brisbin,11,,51.66679,-107.66802
"Bristol's Hope",5,,47.71659,-53.19808
"British Columbia",2,,53.99983,-125.0032
"Brochet Airport",3,,57.8894,-101.679
Brockville,8,,44.59132,-75.68705
Brokenhead,3,,50.0781,-96.49999
"Brokenleg Lake",1,,51.18472,-115.06833
Brossard,10,,45.45008,-73.46583
"Buffalo Narrows Airport",11,,55.84194,-108.4175
Bulkley-Stikine,2,,57.45432,-130.2194
Burlington,8,,43.38621,-79.83713
Burnaby,2,,49.26636,-122.95263
"Burns Lake Airport",2,,54.37639,-125.95139
"Burwash Airport",12,,61.37111,-139.04056
Caledon,8,,43.86544,-79.99322
Calgary,1,,51.05011,-114.08529
"Calgary International Airport",1,,51.12933,-114.01294
Cambridge,8,,43.3601,-80.31269
"Cambridge Bay Airport",14,,69.10805,-105.13833
"Campbell River",2,,50.01634,-125.24459
"Campbell River Airport",2,,49.95083,-125.27083
"Cape Dorset Airport",14,,64.23094,-76.52862
"Cariboo Regional District",2,,52.33313,-123.16961
"Cartwright Airport",5,,53.6844,-57.03787
"Cat Lake Airport",8,,51.7272,-91.8244
"Central Coast Regional District",2,,52.16638,-127.00323
"Centralia/James T. Field Memorial Aerodrome",8,,43.2856,-81.5083
"CFB Bagotville",10,,48.33055,-70.99639
"CFB Edmonton",1,,53.67434,-113.4783
"CFB Greenwood",7,,44.98444,-64.91694
"CFB Moose Jaw",11,,50.33028,-105.55917
"CFB Trenton",8,,44.11889,-77.52806
"Chapleau Airport",8,,47.82088,-83.35276
"Charlevoix Airport",10,,47.5975,-70.22389
"Charlo Airport",4,,47.99083,-66.33028
Charlottetown,9,,46.23459,-63.1256
"Charlottetown Airport",9,,46.2864,-63.1265
Châteauguay,10,,45.38338,-73.74919
"Chatham-Kent Airport",8,,42.3081,-82.07894
"Chesterfield Inlet Airport",14,,63.34587,-90.72759
"Chetwynd Airport",2,,55.68722,-121.62667
"Chevery Airport",10,,50.4689,-59.6367
"Chibougamau/Chapais Airport",10,,49.77194,-74.52806
Chilliwack,2,,49.16638,-121.95257
"Chilliwack Airport",2,,49.15364,-121.94301
"Churchill Airport",3,,58.74051,-94.07267
"Churchill Falls Airport",5,,53.56194,-64.10639
"Clyde River Airport",14,,70.48611,-68.51667
"Cochrane Airport",8,,49.1056,-81.0136
"Cochrane District",8,,50.00022,-82.99979
"Cold Lake",1,,54.46525,-110.18154
"Collins Bay Airport",11,,58.23298,-103.68141
"Columbia-Shuswap Regional District",2,,51.4166,-117.66895
"Colville Lake/Tommy Kochon Aerodrome",13,,67.03973,-126.0815
"Comox Valley Airport",2,,49.71083,-124.88667
Coquitlam,2,,49.2846,-122.78217
"Coral Harbour Airport",14,,64.19333,-83.35944
Cornwall,8,,45.01809,-74.72815
"Cornwall Regional Airport",10,,45.0928,-74.5633
"Cornwallis Island",14,,75.13488,-95.00138
"Coronation Airport",1,,52.07573,-111.44814
Côte-Nord,10,,50.86683,-65.81541
Courtenay,2,,49.68657,-124.9936
"Cowley Airport",1,,49.63606,-114.09645
"Cranbrook/Canadian Rockies International Airport",2,,49.61222,-115.78194
"Cross Lake Airport",3,,54.6106,-97.7608
Dartmouth,7,,44.67134,-63.57719
"Dawson City Airport",12,,64.04306,-139.12778
"Dawson Creek",2,,55.75984,-120.2403
"Dawson Creek Airport",2,,55.74233,-120.183
"Dease Lake Airport",2,,58.42509,-130.02354
"Deer Lake Airport",8,,52.6558,-94.0614
"Deer Lake Regional Airport",5,,49.21083,-57.39139
"Déline Airport",13,,65.21054,-123.43569
Delta,2,,49.14399,-122.9068
"Digby/Annapolis Regional Airport",7,,44.54877,-65.78545
"Dolbeau-Saint-Félicien Airport",10,,48.7785,-72.375
Dollard-des-Ormeaux,10,,45.49452,-73.82419
Drummondville,10,,45.88336,-72.48241
"Dryden Regional Airport",8,,49.83167,-92.74417
"Earlton (Timiskaming Regional) Airport",8,,47.69581,-79.85211
"Eastmain River Airport",10,,52.22927,-78.5219
Edmonton,1,,53.55014,-113.46871
"Edmonton City Centre Airport",1,,53.5725,-113.52056
"Edmonton International Airport",1,,53.30801,-113.58447
"Edson Airport",1,,53.57895,-116.46216
"Ekati Airport",13,,64.69914,-110.61434
"Elliot Lake Municipal Airport",8,,46.35139,-82.56139
"Erik Nielsen Whitehorse International Airport",12,,60.70955,-135.06727
"Estevan Regional Aerodrome",11,,49.20801,-102.96005
"Eureka Aerodrome",14,,79.99472,-85.81417
"Fairmont Hot Springs Airport",2,,50.32453,-115.87229
"Faro Airport",12,,62.2075,-133.37583
"Flin Flon Airport",3,,54.67806,-101.68167
"Fond-Du-Lac Airport",11,,59.3344,-107.182
"Forestville Airport",10,,48.7461,-69.0972
"Fort Albany Airport",8,,52.2014,-81.6969
"Fort Erie",8,,42.90012,-78.93286
"Fort Frances Municipal Airport",8,,48.6542,-93.4397
"Fort George",2,,55.19558,-123.96581
"Fort Good Hope Airport",13,,66.24066,-128.6478
"Fort Hope Airport",8,,51.5619,-87.9078
"Fort Liard Airport",13,,60.23564,-123.47071
"Fort MacKay/Horizon Airport",1,,57.37,-111.7
"Fort McMurray",1,,56.72676,-111.38103
"Fort McMurray Airport",1,,56.65333,-111.22194
"Fort McPherson Airport",13,,67.4075,-134.86056
"Fort Resolution Airport",13,,61.18083,-113.68972
"Fort Severn Airport",8,,56.0189,-87.6761
"Fort Simpson Airport",13,,61.76015,-121.23653
"Fort Smith Airport",13,,60.02028,-111.96194
"Fort St. John Airport",2,,56.23806,-120.74028
"Foxe Basin",14,,65.93141,-77.91793
Fredericton,4,,45.94541,-66.66558
"Fredericton International Airport",4,,45.86999,-66.53217
"Gamètì/Rae Lakes Airport",13,,64.11599,-117.30958
Gander,5,,48.95624,-54.61647
"Gander International Airport",5,,48.94483,-54.56081
Gaspé,10,,48.83341,-64.48194
Gaspésie-Îles-de-la-Madeleine,10,,48.87555,-65.4071
Gatineau,10,,45.47723,-75.70164
"Gatineau-Ottawa Executive Airport",10,,45.52169,-75.56359
"Geraldton (Greenstone Regional) Airport",8,,49.77833,-86.93945
"Gillam Airport",3,,56.35739,-94.71116
"Gimli Industrial Park Airport",3,,50.62806,-97.04333
"Gjoa Haven Airport",14,,68.63556,-95.84972
"Glass Field",11,,53.21577,-105.67846
"Gods Lake Narrows Airport",3,,54.5589,-94.4914
"Gods River Airport",3,,54.8397,-94.0786
"Golden Horseshoe",8,,44.48671,-79.71405
"Gore Bay-Manitoulin Airport",8,,45.88391,-82.5708
"Graham Island",2,,53.50398,-132.30904
Granby,10,,45.40008,-72.73243
"Grand Forks Airport",2,,49.0156,-118.431
"Grande Prairie",1,,55.16667,-118.80271
"Grande Prairie Airport",1,,55.17814,-118.8804
"Great Bear Lake",13,,65.83373,-120.75341
"Great Slave Lake",13,,61.50015,-114.00123
"Greater Moncton International Airport",4,,46.11311,-64.68557
"Greater Sudbury Airport",8,,46.625,-80.79889
"Greater Toronto Area",8,,43.75919,-79.26636
Grimsby,8,,43.20011,-79.56631
"Grise Fiord Airport",14,,76.42552,-82.9073
Guelph,8,,43.54594,-80.25599
"Haines Junction Airport",12,,60.7892,-137.54601
Halifax,7,,44.64269,-63.57688
"Halifax Regional Municipality",7,,44.86685,-63.71541
"Halifax Stanfield International Airport",7,,44.88392,-63.51171
"Hall Beach Airport",14,,68.77611,-81.24361
Hamilton,8,,43.25011,-79.84963
"Havre Saint-Pierre Airport",10,,50.28194,-63.61139
"Hay River/Merlyn Carter Airport",13,,60.83972,-115.78278
"Hearst (René Fontaine) Municipal Airport",8,,49.7142,-83.6861
"High Level Airport",1,,58.62139,-117.16472
"High Prairie Airport",1,,55.39361,-116.47528
"Hopedale Airport",5,,55.4483,-60.2286
"Hornepayne Municipal Airport",8,,49.1931,-84.7589
"Hudson Bay",14,,60.00042,-85.99978
"Hudson Bay Airport",11,,52.81667,-102.31139
"Hudson's Hope Airport",2,,56.03388,-121.98635
Huron,8,,44.64083,-81.76806
"Igloolik Airport",14,,69.365,-81.81746
"Ignace Municipal Airport",8,,49.4297,-91.7178
"Îles-de-la-Madeleine Airport",10,,47.42472,-61.77806
"Ilford Airport",3,,56.05148,-95.61401
"Improvement District No. 24",1,,59.03353,-113.3189
"Inuvik (Mike Zubko) Airport",13,,68.30417,-133.48278
Iqaluit,14,,63.74697,-68.51727
"Iqaluit Airport",14,,63.75503,-68.55254
"Island Lake Airport",3,,53.85691,-94.65383
"Ivujivik Airport",10,,62.41733,-77.92528
"James Bay",14,,53.08345,-80.583
"Jasper Airport",1,,52.99629,-118.0602
"Jean Lesage International Airport",10,,46.79227,-71.38431
"Jenpeg Airport",3,,54.5189,-98.0461
"John C. Munro Hamilton International Airport",8,,43.17094,-79.92914
Joliette,10,,46.0164,-73.4236
Kamloops,2,,50.66648,-120.3192
"Kamloops Airport",2,,50.70222,-120.44444
Kanata,8,,45.3001,-75.91606
"Kangiqsualujjuaq Airport",10,,58.70973,-65.99267
"Kangiqsujuaq (Wakeham Bay) Airport",10,,61.58853,-71.92951
"Kangirsuk Airport",10,,60.02305,-70.00321
"Kapuskasing Airport",8,,49.41389,-82.4675
"Kasabonika Airport",8,,53.5247,-88.6428
"Kashechewan Airport",8,,52.2825,-81.6778
Kelowna,2,,49.88307,-119.48568
"Kelowna International Airport",2,,49.95611,-119.37778
"Kelsey Airport",3,,56.0375,-96.5097
Kenora,8,,49.76741,-94.48985
"Kenora Airport",8,,49.78833,-94.36306
"Kenora District",8,,54.00015,-87.99992
"Kimmirut Airport",14,,62.84845,-69.87841
"Kincardine Airport",8,,44.20116,-81.60653
"Kindersley Regional Airport",11,,51.5183,-109.17535
"King Peak",12,,60.58306,-140.65388
"King William Island",14,,69.16777,-97.41755
