ciudad,idprovincia,codeid,latitude,longitude
"La Paloma del Espíritu Santo",19,,-24.12957,-54.61376
"La Pastora",4,,-25.2508,-56.5502
"La Paz",11,,-26.9935,-55.88896
"Lagerenza 4 De Mayo",23,,-19.98523,-60.38227
"Lago Apereá",11,,-27.44336,-56.70985
"Laguna Blanca",17,,-23.80951,-56.2841
"Laguna Buey",16,,-22.55,-59.01667
"Laguna Cabecera",7,,-23.18716,-57.05573
"Laguna Campos",24,,-20.83333,-61.51667
"Laguna Capitán",16,,-22.55,-59.7
"Laguna Chica",24,,-22.31667,-60.43333
"Laguna Ciervo",16,,-23.03333,-58.56667
"Laguna Colón",16,,-22.55,-58.96667
"Laguna Ermelinda",16,,-23,-59.53333
"Laguna Frente Dos",23,,-21.25,-59.6
"Laguna Ganso",16,,-22.31667,-59.05
"Laguna Garza",16,,-22.58333,-59.35
"Laguna General Díaz",23,,-21.16667,-58.53333
"Laguna González",24,,-22.55,-61.93333
"Laguna Guazú",16,,-23.13333,-58.75
"Laguna Hermosa",16,,-22.58333,-59.1
"Laguna India",23,,-21.53333,-59.83333
"Laguna Inmakata",23,,-21.11667,-58.91667
"Laguna Iteleu",16,,-22.3,-59.31667
"Laguna Juanita",16,,-23.08333,-59.68333
"Laguna Lata",16,,-22.73333,-58.78333
"Laguna Loba",16,,-22.43333,-58.98333
"Laguna Lobo",16,,-23.16667,-58.61667
"Laguna López",16,,-22.56667,-59.68333
"Laguna Morocha",23,,-21.16667,-58.91667
"Laguna Oieta",23,,-21.13333,-58.7
"Laguna Pato",16,,-23.18333,-58.66667
"Laguna Pe",16,,-23.03333,-58.5
"Laguna Pelicano",24,,-21.71667,-61.23333
"Laguna Placenta",23,,-21.13333,-59.4
"Laguna Porá",16,,-22.93333,-58.46667
"Laguna Pozo",16,,-23.05,-58.65
"Laguna Pozo Azul",16,,-22.28333,-59.41667
"Laguna Pyta",19,,-24.53447,-55.72651
"Laguna Rey",16,,-22.78333,-58.78333
"Laguna Riari",23,,-21.1,-58.78333
"Laguna Salada",16,,-22.55,-59.28333
"Laguna Sati",6,,-25.32116,-57.54315
"Laguna Tiempo",16,,-23.05,-59.31667
"Laguna Tigre",16,,-23,-58.46667
"Laguna Tropezón",16,,-22.95,-59.2
"Laguna Verá",17,,-24.72709,-57.0502
"Laguna Verde",24,,-21.65806,-61.29556
"Laguna Vetima",23,,-21.08333,-59.06667
"Laguna Yacaré",16,,-23.9,-57.65
"Laguna Yacaré-mí",16,,-22.76667,-58.63333
"Laguna Yberá",12,,-27.24604,-56.98055
"Laguna Yovai",4,,-24.89279,-55.48228
Lambare,6,,-25.35362,-57.61576
"Las Mercedes",2,,-22.66079,-56.36046
Laurel,1,,-24.85,-55.18333
Laureles,13,,-27.24979,-57.45857
"Leandro Oviedo",11,,-26.74776,-56.22912
Liberacion,17,,-24.1964,-56.37838
Lima,17,,-23.97833,-56.56935
Limpio,6,,-25.15747,-57.47505
Loma,8,,-25.37745,-57.14547
"Loma Grande",8,,-25.1485,-57.20921
"Loma Guazú",15,,-26.18333,-56.75
Loma-i,15,,-26.25,-56.8
"Loma Plata",24,,-22.3829,-59.83549
"Loma Porá",7,,-22.55,-57.36667
Lomas-cué,13,,-26.51667,-57.91667
Loreto,7,,-23.18896,-57.15119
Lorito,5,,-26.20183,-55.82476
"Los Cedrales",1,,-25.65668,-54.72272
"Los Cedrales District",1,,-25.68602,-54.75132
"Los Gladiolos",6,,-25.42677,-57.45327
"Los Laureles",13,,-27.17636,-57.58299
Lourdes,23,,-20.7,-59.05
Luque,6,,-25.25053,-57.45708
Maciel,5,,-26.22056,-56.51332
Maldonado-cué,7,,-22.71667,-56.81667
Mandu'Ara,1,,-25.29162,-54.68835
"Maria Auxiliadora",6,,-25.426,-57.56746
"Maria Stella",5,,-26.33333,-56.55
"Mariano Roque Alonso",6,,-25.20126,-57.53121
"Mariscal Estigarribia",24,,-22.03389,-60.59364
"Mariscal Francisco Solano López",8,,-25.59576,-56.8868
"Maristas Ii",4,,-25.46349,-56.42527
Matachi,15,,-25.85,-57.26667
"Mauricio Jose Troche",10,,-25.62137,-56.1542
"Mayor Julio Dionisio Otaño",11,,-26.35338,-54.72065
"Mayor Martinez",13,,-27.20089,-58.14559
"Mayor Otaño",11,,-26.27843,-54.76885
"Mayor Pablo Lagerenza",23,,-19.91667,-60.78333
Mbaracayú,19,,-24.19983,-54.6034
Mbocayaty,10,,-25.71938,-56.42179
"Mbocayaty del Yhaguy",8,,-25.34262,-56.72777
Mbokajaty,15,,-26.24629,-57.07996
"Mbopi Kua",10,,-25.78931,-56.36186
Mbutuý,4,,-24.97518,-56.30927
Mbuyapey,15,,-26.21921,-56.75777
"Mcal. Francisco Solano Lopez",4,,-25.17948,-55.18013
"Minga Guazú",1,,-25.48201,-54.76213
"Minga Porá",1,,-24.87544,-54.93395
"Minga Pora District",1,,-24.86667,-54.91667
"Misión San José de Estero",24,,-23.70347,-60.96872
"Misión San José Estero",24,,-23.75,-60.98333
"Misiones Department",12,,-27,-57
"Moises Bertoni",5,,-26.38182,-56.59458
"Montañas de Tayaó Paú",4,,-25.14884,-56.07626
"Montiel Potrero",15,,-26.4,-57.46667
"Municipal Park",8,,-25.26054,-57.24199
Ñacunday,1,,-25.98147,-54.6797
"Nacunday National Park",1,,-26.02,-54.77
Nanawa,16,,-25.2793,-57.70307
Naranjal,1,,-25.95662,-55.2035
"Natalicio Talavera",10,,-25.65378,-56.30933
Natalio,11,,-26.75702,-55.13777
"Necons Wais",16,,-23.51667,-58.15
Ñemby,6,,-25.39696,-57.53774
"Ñú Cañy",5,,-26.26667,-55.56667
Ñu-Poi,4,,-25.22688,-55.05965
"Ñú Ruguá",17,,-23.60489,-56.71177
Ñua'I,15,,-26.02516,-56.72706
"Nucleo 7",7,,-23.19375,-56.69658
"Nueva Alborada",11,,-27.26833,-55.69043
"Nueva Colombia",8,,-25.15943,-57.27208
"Nueva Esperanza",19,,-24.5076,-54.8551
"Nueva Germania District",17,,-23.85997,-56.67184
"Nueva Italia",6,,-25.6108,-57.46563
"Nueva Londres",4,,-25.40402,-56.54938
"Nueva Toledo",4,,-24.97421,-55.49037
Ñumi,10,,-25.95052,-56.3296
Obligado,11,,-27.0555,-55.62731
"Obraje General Díaz",1,,-25.09403,-54.57909
Obrero,11,,-26.55653,-54.98863
"Oratorio Juan Bautista",15,,-26.31667,-56.93333
"Oratorio San Antonio",13,,-27.18333,-57.65
"Palo Santo",16,,-24.58333,-59
"Paloma 1",17,,-24.05833,-56.40859
Paraguari,15,,-25.67994,-57.1421
"Paraje Guasu",4,,-25.49848,-55.94106
Paranambu,1,,-25.86667,-55.18333
"Paranambu 2",1,,-25.9124,-54.78716
"Parque Nacional Teniente Agripino Enciso",24,,-21.08083,-61.61556
"Paso de Patria",13,,-27.24334,-58.54416
"Paso Real",19,,-24.29078,-55.63063
"Paso Yobai",10,,-25.73917,-55.91326
"Pedro Juan Caballero",2,,-22.79291,-55.98344
Península,1,,-25.65592,-54.59846
Piila,1,,-25.19516,-54.95181
Pilar,13,,-26.90314,-58.2168
Pindo,5,,-26.23333,-55.96667
"Pío Corá-cué",13,,-25.94476,-57.66584
"Piquete Kue",4,,-25.33656,-56.41892
Pirapó,11,,-26.85842,-55.54414
Piray,15,,-26.18841,-56.68971
Pirayú,15,,-25.48415,-57.23612
"Pirayú District",15,,-25.47717,-57.21446
Piribebuy,8,,-25.49637,-57.04219
Pirizal,24,,-22.91083,-60.84366
"Pirizal el Salto",24,,-22.33333,-61.3
"Planchada Timbo",1,,-25.19396,-54.79234
"Plaza Bernardino Cabalero",8,,-25.30876,-57.30062
Poraru,8,,-25.2229,-57.23311
"Posta Leiva",6,,-25.4,-57.56667
"Posta Poi",15,,-25.5,-57.28333
"Potrero Be Nitez",11,,-26.6,-56.85
"Potrero Buena Vista",7,,-22.3,-57.15
"Potrero Cardozo",11,,-27.1804,-56.34347
"Potrero Coatí",11,,-27.11667,-56.15
"Potrero Guajaki Sub Urbano",4,,-25.47075,-56.19519
"Potrero Rodeo Corá",4,,-24.87679,-55.48603
"Potrero San Andrés",16,,-23.16667,-57.96667
"Potrero San Ignacio",11,,-26.76667,-55.66667
"Potrero San Lorenzo",7,,-22.36667,-56.68333
"Potrero San Miguel",11,,-27.03333,-56.28333
"Potrero San Roque",13,,-27.01667,-57.58333
"Potrero Santa María",11,,-26.91667,-55.95
"Potrero Saty",7,,-22.46667,-57.18333
"Potrero Tacuati",17,,-23.72481,-56.6387
"Potrero Tacurú",5,,-26.2,-56.11667
"Potrero Verón",7,,-22.36667,-57.2
"Potrero Yvate Sub-Urbano",17,,-24.73773,-56.62543
"Pozo Colorado",16,,-23.46667,-58.96667
"Presidente Franco",1,,-25.59666,-54.6415
"Presidente Hayes",16,,-23.5,-58.83333
"Primero de Marzo",8,,-25.15298,-56.92792
"Puente Kure",2,,-23.50454,-55.65261
"Puente Kyjhá",19,,-24.08333,-54.8
"Puerto Bahía Negra",24,,-20.22966,-58.16857
"Puerto Caá Yovai",1,,-25.60291,-55.35575
"Puerto Caravá Vuelta",16,,-23.11639,-57.69472
"Puerto Casado",23,,-22.28671,-57.94457
"Puerto Celia",16,,-24.49403,-57.19637
"Puerto De Asuncion",22,,-25.26667,-57.68333
"Puerto de Tacurupucú",1,,-25.41667,-54.6
"Puerto Guaraní",23,,-21.3,-57.91667
"Puerto La Victoria Airport",7,,-22.2952,-57.8641
"Puerto Leda",23,,-20.71667,-57.98333
"Puerto Leda Airport",23,,-20.90803,-57.92719
"Puerto Ordoñez",1,,-25.74275,-54.64733
"Puerto Palma",1,,-25.28273,-54.53766
"Puerto Pinasco",16,,-22.6458,-57.84111
"Puerto Rosario",17,,-24.44127,-57.14272
"Puerto San Alberto",23,,-21.96667,-57.93333
"Puerto San Fernando",16,,-23.66667,-57.63333
"Puerto San Rafael",11,,-26.65808,-54.93402
"Puerto San Vicente",1,,-25.56419,-55.13068
"Puerto Santa Anuncia",16,,-24.25191,-57.20942
"Puerto Santa María",16,,-23.6,-57.73333
"Puerto Tres Palmas",23,,-21.78333,-57.9
"Puerto Valle Mi",7,,-22.13333,-57.96667
"Puerto Ybapobó",17,,-23.6475,-57.39111
"Puerto Ysaú",4,,-24.3,-55.15
"Puesto Bullain",24,,-21.66667,-62.41667
"Puesto Cabo Giménez",23,,-19.83333,-60.61667
"Puesto Careca",24,,-23.6,-60.83333
"Puesto Monte Lindo",16,,-23.95,-57.2
